Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	Fascicle Length R1_F3	Pennation Angle R1_F3	
7.1839	64.182	0.17194	62.655	0.17725	65.848	0.17035
7.2392	64.199	0.17213	62.672	0.17743	65.865	0.17054
7.2944	64.204	0.17113	62.677	0.17642	65.87	0.16954
7.3497	64.193	0.17062	62.667	0.17591	65.859	0.16903
7.405	64.198	0.17068	62.672	0.17599	65.863	0.16909
7.4602	64.193	0.17035	62.668	0.17565	65.858	0.16876
7.5155	64.231	0.17034	62.706	0.17563	65.897	0.16875
7.5707	64.226	0.17032	62.702	0.17562	65.891	0.16873
7.626	64.251	0.17006	62.727	0.17535	65.916	0.16848
7.6813	64.293	0.16994	62.769	0.17523	65.959	0.16835
7.7365	64.311	0.16972	62.788	0.175	65.977	0.16813
7.7918	64.379	0.16936	62.854	0.17464	66.047	0.16777
7.847	64.411	0.16934	62.886	0.17462	66.08	0.16775
7.9023	64.444	0.169	62.918	0.17428	66.114	0.16741
7.9576	64.44	0.16952	62.914	0.17481	66.109	0.16793
8.0128	64.425	0.17018	62.901	0.17546	66.094	0.16859
8.0681	64.371	0.16988	62.848	0.17517	66.039	0.1683
8.1233	64.487	0.16944	62.962	0.17472	66.157	0.16786
8.1786	64.518	0.16967	62.992	0.17495	66.189	0.16808
8.2339	64.455	0.17101	62.932	0.1763	66.124	0.16943
8.2891	64.501	0.17063	62.977	0.1759	66.171	0.16904
8.3444	64.528	0.1703	63.004	0.17557	66.198	0.16871
8.3996	64.549	0.17084	63.026	0.17612	66.22	0.16926
8.4549	64.528	0.17025	63.005	0.17553	66.198	0.16867
8.5102	64.6	0.16973	63.077	0.175	66.272	0.16815
8.5654	64.641	0.16995	63.117	0.17522	66.314	0.16837
8.6207	64.673	0.16977	63.148	0.17504	66.347	0.16819
8.676	64.654	0.16953	63.131	0.17479	66.327	0.16795
8.7312	64.677	0.16855	63.154	0.1738	66.35	0.16698
8.7865	64.778	0.16797	63.253	0.17321	66.454	0.1664
8.8417	64.765	0.16848	63.241	0.17373	66.44	0.16691
8.897	64.719	0.16849	63.197	0.17373	66.393	0.16692
8.9523	64.71	0.16803	63.188	0.17327	66.383	0.16646
9.0075	64.789	0.16693	63.266	0.17216	66.464	0.16537
9.0628	64.773	0.16699	63.251	0.17221	66.448	0.16542
9.118	64.905	0.16648	63.381	0.17169	66.583	0.16492
9.1733	64.918	0.16685	63.393	0.17206	66.596	0.16528
9.2286	64.964	0.16732	63.44	0.17253	66.643	0.16576
9.2838	64.907	0.16727	63.385	0.17247	66.585	0.16571
9.3391	64.936	0.16675	63.413	0.17195	66.614	0.16519
9.3943	65.003	0.16656	63.479	0.17175	66.682	0.165
9.4496	65.011	0.16677	63.488	0.17197	66.69	0.16522
9.5049	64.993	0.16617	63.471	0.17136	66.671	0.16462
9.5601	65.029	0.16629	63.506	0.17148	66.708	0.16474
9.6154	65.049	0.16697	63.527	0.17216	66.728	0.16541
9.6706	65.064	0.16762	63.543	0.17281	66.744	0.16606
9.7259	64.971	0.16705	63.452	0.17225	66.648	0.16549
9.7812	65.038	0.16604	63.518	0.17122	66.717	0.16449
9.8364	65.135	0.16502	63.614	0.1702	66.817	0.16347
9.8917	65.171	0.16525	63.648	0.17042	66.853	0.1637
9.9469	65.15	0.16628	63.629	0.17146	66.831	0.16473
10.002	65.163	0.16606	63.643	0.17124	66.845	0.16451
10.057	65.272	0.16514	63.75	0.1703	66.956	0.16359
10.113	65.314	0.16476	63.791	0.16992	66.999	0.16322
10.168	65.347	0.16491	63.823	0.17007	67.032	0.16336
10.223	65.387	0.16439	63.862	0.16954	67.074	0.16284
10.279	65.371	0.16476	63.848	0.16991	67.057	0.16322
10.334	65.351	0.16458	63.829	0.16973	67.036	0.16303
10.389	65.333	0.16431	63.812	0.16946	67.018	0.16277
10.444	65.391	0.16442	63.869	0.16956	67.077	0.16288
10.5	65.403	0.16418	63.882	0.16932	67.089	0.16264
10.555	65.335	0.16462	63.816	0.16976	67.019	0.16307
10.61	65.378	0.16344	63.857	0.16858	67.064	0.16189
10.665	65.383	0.16344	63.863	0.16859	67.069	0.1619
10.721	65.401	0.16329	63.88	0.16843	67.087	0.16175
10.776	65.416	0.16384	63.895	0.16898	67.102	0.16229
10.831	65.41	0.16402	63.889	0.16916	67.095	0.16248
10.886	65.38	0.1636	63.86	0.16874	67.065	0.16206
10.942	65.412	0.16388	63.892	0.16902	67.097	0.16234
10.997	65.424	0.16324	63.905	0.16838	67.11	0.1617
11.052	65.464	0.16286	63.944	0.16799	67.151	0.16132
11.107	65.495	0.16347	63.975	0.16861	67.182	0.16193
11.163	65.482	0.16355	63.962	0.16869	67.169	0.16201
11.218	65.535	0.16307	64.014	0.1682	67.223	0.16153
11.273	65.561	0.1633	64.04	0.16842	67.25	0.16176
11.328	65.577	0.16328	64.056	0.16841	67.266	0.16174
11.384	65.496	0.16331	63.977	0.16844	67.183	0.16177
11.439	65.473	0.16295	63.955	0.16808	67.16	0.16141
11.494	65.596	0.16325	64.075	0.16837	67.285	0.16171
11.55	65.587	0.16343	64.066	0.16855	67.276	0.16189
11.605	65.523	0.16349	64.005	0.16862	67.21	0.16195
11.66	65.604	0.16313	64.084	0.16825	67.294	0.16159
11.715	65.647	0.16313	64.126	0.16825	67.338	0.16159
11.771	65.68	0.16336	64.158	0.16847	67.372	0.16182
11.826	65.707	0.16321	64.184	0.16833	67.399	0.16168
11.881	65.748	0.16317	64.224	0.16828	67.441	0.16164
11.936	65.756	0.16332	64.232	0.16843	67.449	0.16179
11.992	65.721	0.16332	64.198	0.16843	67.413	0.16179
12.047	65.703	0.16325	64.181	0.16836	67.395	0.16172
12.102	65.721	0.16296	64.198	0.16807	67.414	0.16142
12.157	65.697	0.16298	64.174	0.16809	67.389	0.16144
12.213	65.684	0.16255	64.161	0.16766	67.375	0.16102
12.268	65.712	0.16241	64.189	0.16751	67.404	0.16088
12.323	65.777	0.16183	64.252	0.16693	67.471	0.1603
12.378	65.802	0.16245	64.277	0.16755	67.497	0.16092
12.434	65.775	0.16248	64.249	0.16758	67.469	0.16095
12.489	65.765	0.16221	64.24	0.16732	67.46	0.16068
12.544	65.788	0.16249	64.261	0.1676	67.483	0.16097
12.599	65.812	0.1623	64.284	0.1674	67.508	0.16077
12.655	65.731	0.16261	64.204	0.16772	67.425	0.16108
12.71	65.663	0.16323	64.138	0.16834	67.356	0.16169
12.765	65.647	0.16335	64.121	0.16847	67.338	0.16182
12.821	65.64	0.16315	64.114	0.16827	67.332	0.16162
12.876	65.62	0.16324	64.094	0.16836	67.311	0.16171
12.931	65.593	0.16304	64.067	0.16815	67.283	0.16151
12.986	65.52	0.16346	63.996	0.16859	67.209	0.16193
13.042	65.426	0.16417	63.903	0.16929	67.112	0.16263
13.097	65.482	0.16364	63.958	0.16876	67.17	0.1621
13.152	65.483	0.16368	63.958	0.16881	67.171	0.16215
13.207	65.477	0.16348	63.952	0.1686	67.166	0.16194
13.263	65.353	0.16419	63.831	0.16933	67.039	0.16265
13.318	65.4	0.1645	63.876	0.16963	67.087	0.16296
13.373	65.407	0.16426	63.882	0.16939	67.094	0.16273
13.428	65.391	0.16427	63.865	0.1694	67.078	0.16274
13.484	65.363	0.16407	63.837	0.16921	67.049	0.16253
13.539	65.344	0.16369	63.819	0.16882	67.031	0.16215
13.594	65.303	0.16388	63.778	0.16901	66.988	0.16234
13.649	65.307	0.16349	63.781	0.16863	66.993	0.16195
13.705	65.243	0.16407	63.719	0.16921	66.927	0.16253
13.76	65.276	0.16412	63.751	0.16926	66.961	0.16258
13.815	65.238	0.16381	63.712	0.16895	66.922	0.16227
13.87	65.218	0.16412	63.692	0.16926	66.902	0.16258
13.926	65.182	0.16406	63.657	0.1692	66.866	0.16252
13.981	65.217	0.16419	63.689	0.16933	66.901	0.16265
14.036	65.185	0.16456	63.658	0.16971	66.869	0.16302
14.092	65.165	0.16423	63.637	0.16938	66.848	0.16268
14.147	65.061	0.16412	63.535	0.16928	66.742	0.16258
14.202	65.055	0.16408	63.528	0.16925	66.736	0.16254
14.257	65.007	0.16408	63.481	0.16925	66.687	0.16254
14.313	65.016	0.16392	63.489	0.16909	66.696	0.16237
14.368	65.013	0.16491	63.486	0.17008	66.694	0.16336
14.423	65.007	0.16448	63.479	0.16964	66.687	0.16293
14.478	64.957	0.16469	63.43	0.16986	66.636	0.16314
14.534	64.956	0.1647	63.428	0.16987	66.636	0.16315
14.589	64.952	0.16497	63.424	0.17015	66.632	0.16342
14.644	64.978	0.16487	63.448	0.17004	66.659	0.16332
14.699	64.918	0.16493	63.39	0.17011	66.598	0.16338
14.755	64.96	0.16535	63.43	0.17053	66.641	0.16379
14.81	64.914	0.16494	63.384	0.17013	66.593	0.16339
14.865	64.898	0.16459	63.368	0.16978	66.578	0.16304
14.92	64.801	0.16482	63.272	0.17002	66.479	0.16326
14.976	64.883	0.16547	63.352	0.17067	66.562	0.16391
15.031	64.868	0.16538	63.337	0.17057	66.547	0.16382
15.086	64.803	0.16561	63.274	0.17081	66.481	0.16405
15.141	64.817	0.16557	63.286	0.17077	66.496	0.16402
15.197	64.751	0.16556	63.22	0.17076	66.428	0.164
15.252	64.727	0.16553	63.195	0.17073	66.404	0.16397
15.307	64.774	0.16568	63.241	0.17088	66.452	0.16412
15.363	64.698	0.16557	63.167	0.17078	66.373	0.16401
15.418	64.6	0.1662	63.072	0.17142	66.274	0.16463
15.473	64.627	0.16608	63.098	0.1713	66.301	0.16451
15.528	64.629	0.16577	63.099	0.171	66.304	0.16421
15.584	64.624	0.16628	63.094	0.17152	66.299	0.16472
15.639	64.585	0.16681	63.056	0.17204	66.259	0.16524
15.694	64.566	0.16675	63.037	0.17199	66.239	0.16518
15.749	64.535	0.16715	63.007	0.17239	66.208	0.16558
15.805	64.474	0.16703	62.946	0.17227	66.145	0.16546
15.86	64.46	0.1673	62.931	0.17254	66.131	0.16573
15.915	64.434	0.16805	62.906	0.1733	66.105	0.16648
15.97	64.42	0.16916	62.89	0.17442	66.091	0.16758
16.026	64.345	0.16893	62.815	0.1742	66.014	0.16735
16.081	64.316	0.16902	62.786	0.1743	65.985	0.16744
16.136	64.302	0.16913	62.771	0.17442	65.97	0.16755
16.191	64.27	0.16902	62.739	0.17431	65.938	0.16744
16.247	64.119	0.16936	62.591	0.17466	65.783	0.16777
16.302	64.127	0.16931	62.598	0.17462	65.792	0.16772
16.357	64.061	0.16931	62.532	0.17463	65.724	0.16772
16.412	64.016	0.16926	62.488	0.17459	65.678	0.16767
16.468	63.981	0.16942	62.454	0.17476	65.643	0.16783
16.523	63.962	0.1691	62.434	0.17444	65.623	0.1675
16.578	63.964	0.16875	62.436	0.1741	65.626	0.16714
16.634	63.944	0.1687	62.415	0.17405	65.606	0.16709
16.689	63.95	0.16975	62.42	0.17511	65.612	0.16814
16.744	63.893	0.1699	62.364	0.17527	65.554	0.16829
16.799	63.867	0.16971	62.336	0.17507	65.527	0.1681
16.855	63.854	0.16943	62.323	0.1748	65.515	0.16782
16.91	63.838	0.16982	62.304	0.17519	65.498	0.16821
16.965	63.811	0.17002	62.278	0.17541	65.471	0.16841
17.02	63.754	0.17027	62.222	0.17566	65.413	0.16865
17.076	63.674	0.17032	62.143	0.17572	65.331	0.1687
17.131	63.654	0.16976	62.123	0.17516	65.311	0.16814
17.186	63.64	0.16949	62.108	0.1749	65.297	0.16787
17.241	63.693	0.1699	62.159	0.17531	65.351	0.16827
17.297	63.667	0.17065	62.134	0.17607	65.324	0.16902
17.352	63.653	0.17053	62.121	0.17596	65.311	0.1689
17.407	63.735	0.17116	62.2	0.1766	65.394	0.16953
17.462	63.795	0.17125	62.258	0.17668	65.456	0.16962
17.518	63.822	0.17085	62.283	0.17629	65.485	0.16922
17.573	63.672	0.17157	62.136	0.17704	65.331	0.16994
17.628	63.682	0.17196	62.146	0.17743	65.342	0.17033
17.683	63.668	0.17247	62.131	0.17793	65.327	0.17083
17.739	63.689	0.17151	62.15	0.17697	65.349	0.16988
17.794	63.668	0.1719	62.127	0.17736	65.328	0.17026
17.849	63.676	0.17215	62.135	0.17763	65.336	0.17051
17.905	63.662	0.17237	62.12	0.17784	65.323	0.17073
17.96	63.652	0.17284	62.11	0.17833	65.313	0.17119
18.015	63.69	0.17364	62.146	0.17914	65.352	0.17199
18.07	63.701	0.17453	62.157	0.18004	65.363	0.17288
18.126	63.732	0.17515	62.187	0.18066	65.395	0.17349
18.181	63.646	0.17481	62.102	0.18034	65.307	0.17315
18.236	63.618	0.17464	62.074	0.18017	65.278	0.17299
18.291	63.544	0.17464	62	0.18018	65.203	0.17298
18.347	63.543	0.17459	61.998	0.18014	65.202	0.17293
18.402	63.554	0.17398	62.009	0.17953	65.214	0.17232
18.457	63.506	0.17315	61.96	0.17869	65.165	0.17149
18.512	63.474	0.17332	61.928	0.17887	65.132	0.17165
18.568	63.431	0.17339	61.884	0.17895	65.088	0.17172
18.623	63.423	0.17347	61.876	0.17904	65.081	0.1718
18.678	63.401	0.17422	61.853	0.17981	65.059	0.17255
18.733	63.526	0.1744	61.974	0.17998	65.187	0.17273
18.789	63.407	0.17468	61.856	0.18027	65.065	0.17301
18.844	63.44	0.17419	61.887	0.17976	65.1	0.17252
18.899	63.355	0.17416	61.803	0.17974	65.013	0.17249
18.954	63.29	0.17459	61.739	0.18018	64.946	0.17291
19.01	63.324	0.17441	61.771	0.18	64.981	0.17273
19.065	63.366	0.17438	61.812	0.17997	65.025	0.1727
19.12	63.376	0.17493	61.821	0.18053	65.035	0.17325
19.176	63.365	0.17433	61.809	0.17993	65.024	0.17266
19.231	63.376	0.17563	61.82	0.18124	65.035	0.17395
19.286	63.28	0.17639	61.725	0.18202	64.937	0.1747
19.341	63.307	0.17648	61.751	0.18212	64.965	0.17479
19.397	63.316	0.17623	61.759	0.18187	64.974	0.17454
19.452	63.387	0.17572	61.827	0.18136	65.048	0.17403
19.507	63.338	0.17543	61.778	0.18108	64.999	0.17374
19.562	63.341	0.17548	61.779	0.18113	65.002	0.17379
19.618	63.35	0.17593	61.786	0.18159	65.012	0.17423
19.673	63.26	0.17632	61.698	0.18199	64.919	0.17462
19.728	63.307	0.17715	61.743	0.18283	64.968	0.17545
19.783	63.302	0.17728	61.738	0.18296	64.963	0.17558
19.839	63.275	0.17754	61.71	0.18323	64.936	0.17583
19.894	63.189	0.17756	61.625	0.18326	64.847	0.17585
19.949	63.195	0.17787	61.63	0.18358	64.854	0.17616
20.004	63.22	0.17797	61.654	0.18368	64.88	0.17625
20.06	63.221	0.17878	61.654	0.18451	64.881	0.17706
20.115	63.22	0.17958	61.653	0.18533	64.88	0.17786
20.17	63.198	0.18074	61.631	0.1865	64.858	0.17901
20.225	63.223	0.18147	61.655	0.18725	64.883	0.17975
20.281	63.253	0.18168	61.684	0.18746	64.915	0.17995
20.336	63.313	0.18159	61.741	0.18737	64.976	0.17986
20.391	63.345	0.18201	61.771	0.18779	65.009	0.18027
20.447	63.34	0.18219	61.765	0.18798	65.004	0.18046
20.502	63.351	0.18193	61.775	0.18773	65.017	0.1802
20.557	63.343	0.18255	61.766	0.18836	65.009	0.18082
20.612	63.32	0.18322	61.743	0.18905	64.986	0.18148
20.668	63.275	0.18315	61.698	0.18898	64.94	0.1814
20.723	63.262	0.18255	61.684	0.18839	64.926	0.18081
20.778	63.225	0.18281	61.648	0.18865	64.888	0.18106
20.833	63.156	0.18399	61.58	0.18985	64.818	0.18224
20.889	63.091	0.18391	61.516	0.18977	64.751	0.18216
20.944	63.212	0.18381	61.633	0.18966	64.876	0.18206
20.999	63.148	0.18379	61.568	0.18965	64.811	0.18204
21.054	63.077	0.1845	61.499	0.19037	64.738	0.18275
21.11	63.096	0.18557	61.516	0.19145	64.758	0.18381
21.165	63.054	0.1862	61.474	0.19209	64.716	0.18444
21.22	62.982	0.18571	61.402	0.19161	64.642	0.18394
21.275	62.967	0.18584	61.386	0.19176	64.627	0.18408
21.331	62.965	0.18578	61.382	0.19171	64.625	0.18401
21.386	63.06	0.18518	61.474	0.1911	64.724	0.18341
21.441	63.071	0.18534	61.483	0.19127	64.735	0.18356
21.496	63.071	0.18552	61.482	0.19146	64.735	0.18375
21.552	63.108	0.18528	61.518	0.19122	64.774	0.18351
21.607	62.995	0.18593	61.406	0.19188	64.658	0.18415
21.662	62.987	0.18587	61.397	0.19183	64.65	0.18409
21.718	63.025	0.18528	61.433	0.19124	64.69	0.1835
21.773	63.112	0.18515	61.517	0.19111	64.779	0.18337
