cm_A			CALext		
0.8999577571	13.4866882100	9.5819255320	0.8999577571	-3.0809012340	14.6111424300
0.9183242419	13.4872804600	9.5816587650	0.9183242419	-3.0783776080	14.6110371600
0.9366907268	13.4878111000	9.5811865020	0.9366907268	-3.0793939390	14.6109177600
0.9550572116	13.4878110300	9.5815296300	0.9550572116	-3.0780763770	14.6112983300
0.9734236964	13.4844281800	9.5823549030	0.9734236964	-3.0803389600	14.6110764500
0.9917901813	13.4843771500	9.5822102330	0.9917901813	-3.0800820290	14.6109762300
1.0101566660	13.4854921100	9.5812169500	1.0101566660	-3.0806909970	14.6109994500
1.0285231510	13.4840563100	9.5816632150	1.0285231510	-3.0806491440	14.6111629800
1.0468896360	13.4825778800	9.5821569200	1.0468896360	-3.0813793950	14.6110340400
1.0652561210	13.4816922400	9.5822921910	1.0652561210	-3.0808394110	14.6110019500
1.0836226050	13.4828601900	9.5819156040	1.0836226050	-3.0784289440	14.6110793100
1.1019890900	13.4837285800	9.5815710670	1.1019890900	-3.0799705260	14.6109729700
1.1203555750	13.4832815400	9.5820245290	1.1203555750	-3.0795181190	14.6108118400
1.1387220600	13.4829972700	9.5821382140	1.1387220600	-3.0819064590	14.6108462700
1.1570885450	13.4846816300	9.5811891150	1.1570885450	-3.0785291440	14.6109113500
1.1754550300	13.4894237600	9.5796714080	1.1754550300	-3.0780040750	14.6107626700
1.1938215150	13.4861547300	9.5805611650	1.1938215150	-3.0790925060	14.6107605700
1.2121879990	13.4611834500	9.5843959810	1.2121879990	-3.0869030820	14.6109454200
1.2305544840	13.3567268600	9.5777308600	1.2305544840	-3.1039777400	14.6118281400
1.2489209690	13.2355946800	9.5766165350	1.2489209690	-3.1249708710	14.6133619200
1.2672874540	13.0934112000	9.5738904720	1.2672874540	-3.1590306970	14.6165946200
1.2856539390	13.0447371800	9.5783919310	1.2856539390	-3.1590899860	14.6177612600
1.3040204240	12.9053864300	9.5620141790	1.3040204240	-3.1418240570	14.6199458200
1.3223869080	12.8552141200	9.5520021050	1.3223869080	-3.1621730910	14.6190721100
1.3407533930	12.8293399600	9.5452113960	1.3407533930	-3.2212302150	14.6161970000
1.3591198780	12.7121088500	9.5228013660	1.3591198780	-3.2720969940	14.6126839700
1.3774863630	12.6868981700	9.5180333170	1.3774863630	-3.2933982390	14.6124602400
1.3958528480	12.5564599100	9.5035503790	1.3958528480	-3.3221342510	14.6130522800
1.4142193330	12.4108380300	9.5045753030	1.4142193330	-3.3432097820	14.6119992400
1.4325858170	12.2599831500	9.4768035440	1.4325858170	-3.3610151660	14.6098481000
1.4509523020	12.2391010200	9.4740068910	1.4509523020	-3.3670241390	14.6097129300
1.4693187870	12.1836392500	9.4669477880	1.4693187870	-3.3714549950	14.6090089200
1.4876852720	12.1592041200	9.4641718590	1.4876852720	-3.3728905430	14.6090379000
1.5060517570	12.1526044600	9.4609195380	1.5060517570	-3.3755503690	14.6083443300
1.5244182420	12.0894476500	9.4451508020	1.5244182420	-3.3770501760	14.6075116300
1.5427847260	12.0627341100	9.4316090160	1.5427847260	-3.3790881850	14.6077807200
1.5611512110	12.0360134000	9.4272234750	1.5611512110	-3.3828086680	14.6084147900
1.5795176960	12.0075520400	9.4277545000	1.5795176960	-3.3993400440	14.6086079700
1.5978841810	11.9706442000	9.4190118690	1.5978841810	-3.4092694680	14.6083503600
1.6162506660	11.9436431200	9.4177056500	1.6162506660	-3.4070290880	14.6092244300
1.6346171510	11.9445781400	9.4192077600	1.6346171510	-3.3998953850	14.6096265700
1.6529836350	11.9443680100	9.4177662580	1.6529836350	-3.3970824970	14.6109887200
1.6713501200	11.9279711500	9.4171226590	1.6713501200	-3.3909100060	14.6111773800
1.6897166050	11.8350741200	9.4018835160	1.6897166050	-3.3934235740	14.6112381900
1.7080830900	11.7942757700	9.3941403370	1.7080830900	-3.3917500660	14.6112501500
1.7264495750	11.7786875500	9.3923696610	1.7264495750	-3.3942389560	14.6110966400
1.7448160600	11.7332959700	9.3832289750	1.7448160600	-3.3959207580	14.6107715100
1.7631825440	11.6452765300	9.3739876460	1.7631825440	-3.3924308940	14.6104563600
1.7815490290	11.6120497100	9.3624453830	1.7815490290	-3.3942806310	14.6109276300
1.7999155140	11.5795050700	9.3602228350	1.7999155140	-3.3911014910	14.6106183700
1.8182819990	11.4973018300	9.3544810710	1.8182819990	-3.3803648130	14.6104559400
1.8366484840	11.4304362300	9.3475629000	1.8366484840	-3.3817215550	14.6100081000
1.8550149690	11.3998739100	9.3450033450	1.8550149690	-3.3812617370	14.6090122800
1.8733814540	11.3716710400	9.3475982350	1.8733814540	-3.3797267040	14.6090123500
1.8917479380	11.2472815300	9.3308811920	1.8917479380	-3.3861522690	14.6085498200
1.9101144230	11.1469567300	9.3264151640	1.9101144230	-3.3983052280	14.6091216400
1.9284809080	11.1197659600	9.3192604050	1.9284809080	-3.3991322060	14.6087477300
1.9468473930	11.1302336400	9.3175080150	1.9468473930	-3.4001099740	14.6083628800
1.9652138780	11.1112789300	9.3131005920	1.9652138780	-3.4012126140	14.6079556800
1.9835803630	11.0462227300	9.3142308150	1.9835803630	-3.4150694390	14.6081895300
2.0019468470	11.0019827500	9.3137261860	2.0019468470	-3.4325823750	14.6070930300
2.0203133320	11.0107055000	9.3117090620	2.0203133320	-3.4481752380	14.6069739600
2.0386798170	10.9968406600	9.3095382810	2.0386798170	-3.4634096060	14.6067598000
2.0570463020	10.9642198600	9.3038067790	2.0570463020	-3.4683106270	14.6069043200
2.0754127870	10.9367521400	9.3051477550	2.0754127870	-3.4740513640	14.6070312500
2.0937792720	10.9374549300	9.3064735710	2.0937792720	-3.4749440610	14.6072594900
2.1121457560	10.9309179100	9.2972887290	2.1121457560	-3.4745732660	14.6070843400
2.1305122410	10.9218075700	9.2854505500	2.1305122410	-3.4836106580	14.6065396900
2.1488787260	10.8968025300	9.2803857200	2.1488787260	-3.4781777990	14.6064216000
2.1672452110	10.8960763100	9.2776561150	2.1672452110	-3.4788517220	14.6056841900
2.1856116960	10.9102234600	9.2753435660	2.1856116960	-3.4702881380	14.6055229100
2.2039781810	10.9283332800	9.2728600730	2.2039781810	-3.4682931290	14.6057242300
2.2223446650	10.9297599400	9.2717377780	2.2223446650	-3.4662264150	14.6062412400
2.2407111500	10.9366375500	9.2690385100	2.2407111500	-3.4648485480	14.6062777000
2.2590776350	10.9400673200	9.2678617040	2.2590776350	-3.4649128920	14.6060538000
2.2774441200	10.9508448900	9.2593816350	2.2774441200	-3.4641475560	14.6058185400
2.2958106050	10.9373010000	9.2545211550	2.2958106050	-3.4615539120	14.6061108600
2.3141770900	10.9583001800	9.2438524720	2.3141770900	-3.4584237850	14.6065004400
2.3325435740	11.0038643800	9.2401297320	2.3325435740	-3.4544856120	14.6064945300
2.3509100590	10.9825843000	9.2381154000	2.3509100590	-3.4560421930	14.6060462900
2.3692765440	10.9545534900	9.2335453900	2.3692765440	-3.4647468980	14.6062449300
2.3876430290	10.9027723600	9.2337388290	2.3876430290	-3.4819779940	14.6059896900
2.4060095140	10.9051834800	9.2294986460	2.4060095140	-3.4765780880	14.6066244100
2.4243759990	10.9178443300	9.2277122220	2.4243759990	-3.4765405770	14.6057554700
2.4427424840	10.8814967200	9.2084060890	2.4427424840	-3.4854902160	14.6029750200
2.4611089680	10.7505484000	9.1812494520	2.4611089680	-3.4896144880	14.6008023400
2.4794754530	10.7054810000	9.1680546280	2.4794754530	-3.4859927530	14.6008865500
2.4978419380	10.7383446000	9.1644603770	2.4978419380	-3.4825438920	14.5999992400
2.5162084230	10.7739573500	9.1590501720	2.5162084230	-3.4795026730	14.5999745100
2.5345749080	10.7760011400	9.1508348760	2.5345749080	-3.4801220290	14.5979885600
2.5529413930	10.7615987600	9.1401613120	2.5529413930	-3.4812651700	14.5980861100
2.5713078770	10.7400249800	9.1343578450	2.5713078770	-3.4803476770	14.5987036700
2.5896743620	10.7414555400	9.1326249920	2.5896743620	-3.4822133230	14.5985758100
2.6080408470	10.7581820400	9.1273267940	2.6080408470	-3.4740106230	14.5979308800
2.6264073320	10.7502071300	9.1219332950	2.6264073320	-3.4769517000	14.5987346200
2.6447738170	10.7179370300	9.1187720770	2.6447738170	-3.4787693990	14.5985276700
2.6631403020	10.6331601700	9.0977784530	2.6631403020	-3.4807744110	14.5974903200
2.6815067860	10.6252271000	9.0923543580	2.6815067860	-3.4768899160	14.5977314500
2.6998732710	10.6510223400	9.0816640070	2.6998732710	-3.4803819920	14.5955280400
2.7182397560	10.6674973800	9.0741626150	2.7182397560	-3.4826533150	14.5937636600
2.7366062410	10.6265158200	9.0571160640	2.7366062410	-3.4847816880	14.5938448900
2.7549727260	10.5856309900	9.0282007060	2.7549727260	-3.4786608910	14.5910424600
2.7733392110	10.6377199200	9.0218731010	2.7733392110	-3.4710696420	14.5900100600
2.7917056950	10.7232094900	9.0082465680	2.7917056950	-3.4707343600	14.5902730900
2.8100721800	10.7063519400	8.9996801730	2.8100721800	-3.4722027610	14.5898147900
2.8284386650	10.7132518900	8.9817870920	2.8284386650	-3.4639639420	14.5895850200
2.8468051500	10.7632877400	8.9651372590	2.8468051500	-3.4493621660	14.5909803800
2.8651716350	10.7883906900	8.9664086080	2.8651716350	-3.4467036350	14.5927039300
2.8835381200	10.8179504100	8.9644087020	2.8835381200	-3.4400375450	14.5948130800
2.9019046040	10.8280381200	8.9656522150	2.9019046040	-3.4309192960	14.5957597700
2.9202710890	10.8315770900	8.9594780460	2.9202710890	-3.4255470850	14.5961880100
2.9386375740	10.8322847000	8.9507299550	2.9386375740	-3.4217906090	14.5970062000
2.9570040590	10.8249336300	8.9452445050	2.9570040590	-3.4199790030	14.5984062600
2.9753705440	10.8087490600	8.9495675380	2.9753705440	-3.4268885420	14.5987367100
2.9937370290	10.8388441300	8.9512576800	2.9937370290	-3.4261976900	14.6008498800
3.0121035140	10.9306992000	8.9449404730	3.0121035140	-3.4181776900	14.6016279400
3.0304699980	10.9499612400	8.9418262630	3.0304699980	-3.4209502120	14.6021692500
3.0488364830	10.9048978000	8.9307820820	3.0488364830	-3.4268891900	14.6011540900
3.0672029680	10.8580421000	8.9243886270	3.0672029680	-3.4345070020	14.6024327400
3.0855694530	10.8570433300	8.8996583010	3.0855694530	-3.4390322220	14.6004394600
3.1039359380	10.8152178300	8.8753442150	3.1039359380	-3.4356161570	14.5983142100
3.1223024230	10.8085485100	8.8671409570	3.1223024230	-3.4303861030	14.5961781000
3.1406689070	10.7603809300	8.8611082280	3.1406689070	-3.4286805360	14.5953707400
3.1590353920	10.7615457400	8.8579954980	3.1590353920	-3.4288154490	14.5968081200
3.1774018770	10.7884950800	8.8379223440	3.1774018770	-3.4223329940	14.5965244100
3.1957683620	10.7968298100	8.8236736520	3.1957683620	-3.3989885890	14.5968894400
3.2141348470	10.7780491500	8.8152342450	3.2141348470	-3.3950621870	14.5965238000
3.2325013320	10.7706365900	8.8155097740	3.2325013320	-3.4079407580	14.5979357800
3.2508678160	10.7295212500	8.7996573440	3.2508678160	-3.4045151850	14.5962915000
3.2692343010	10.7382055100	8.7885427530	3.2692343010	-3.3921721450	14.5975105100
3.2876007860	10.7732738900	8.7852030260	3.2876007860	-3.3825319990	14.5987893700
3.3059672710	10.7762518600	8.7883514300	3.3059672710	-3.3785045470	14.5998071200
3.3243337560	10.7505297000	8.7900517550	3.3243337560	-3.3838499090	14.6001979300
3.3427002410	10.7503050700	8.7897166190	3.3427002410	-3.3809866980	14.5990839900
3.3610667250	10.7953456300	8.7880974830	3.3610667250	-3.3691241020	14.5999814300
3.3794332100	10.8397358900	8.7894283340	3.3794332100	-3.3647842080	14.6011419800
3.3977996950	10.8995246300	8.7972854170	3.3977996950	-3.3506913090	14.6017104700
3.4161661800	10.9218985400	8.8028837300	3.4161661800	-3.3370534850	14.6024952500
3.4345326650	10.9429810800	8.8026262100	3.4345326650	-3.3224671990	14.6023315900
3.4528991500	10.9363497500	8.8028831370	3.4528991500	-3.3176486920	14.6029594400
3.4712656340	10.9425669000	8.8111261840	3.4712656340	-3.3002955290	14.6034394000
3.4896321190	10.9742370300	8.8072067410	3.4896321190	-3.2860933960	14.6049738800
3.5079986040	10.9740117700	8.8006999570	3.5079986040	-3.2890184030	14.6054326100
3.5263650890	10.9534104500	8.8005319270	3.5263650890	-3.2920406290	14.6060883500
3.5447315740	10.9273726400	8.7995088480	3.5447315740	-3.2990277620	14.6062588800
3.5630980590	10.9022052100	8.8033546680	3.5630980590	-3.2989108980	14.6065759600
3.5814645440	10.9052055100	8.8007912030	3.5814645440	-3.2981859640	14.6070829000
3.5998310280	10.9163353800	8.7955800720	3.5998310280	-3.2930269690	14.6071536800
3.6181975130	10.9126664700	8.7941311540	3.6181975130	-3.2985377660	14.6071790800
3.6365639980	10.8964565000	8.7934212780	3.6365639980	-3.3017894980	14.6068863500
3.6549304830	10.8950133500	8.7947209850	3.6549304830	-3.2974615040	14.6074448500
3.6732969680	10.9136268600	8.7939978080	3.6732969680	-3.2930726260	14.6083704900
3.6916634530	10.9401200000	8.7928633660	3.6916634530	-3.2901231960	14.6081616900
3.7100299370	10.9487864300	8.7924522350	3.7100299370	-3.2882625060	14.6084261000
3.7283964220	10.9642224500	8.7929612080	3.7283964220	-3.2838664540	14.6092085600
3.7467629070	10.9930735600	8.7920136840	3.7467629070	-3.2789607350	14.6092221600
3.7651293920	11.0330180900	8.7925896320	3.7651293920	-3.2670673730	14.6093226200
3.7834958770	11.0365830700	8.7926941230	3.7834958770	-3.2635940270	14.6092924000
3.8018623620	10.9826957900	8.7917955930	3.8018623620	-3.2676073370	14.6093242100
3.8202288460	10.9176406100	8.7888201130	3.8202288460	-3.2834729970	14.6086114600
3.8385953310	10.8994922600	8.7897023670	3.8385953310	-3.2830700800	14.6084135600
3.8569618160	10.9026878800	8.7903795910	3.8569618160	-3.2829062620	14.6087428300
3.8753283010	10.9174707400	8.7909360350	3.8753283010	-3.2828466720	14.6092006600
3.8936947860	10.9001317400	8.7921559040	3.8936947860	-3.2884022910	14.6090960200
3.9120612710	10.8811582600	8.7909848390	3.9120612710	-3.2912669720	14.6085046300
3.9304277550	10.9041683100	8.7894080180	3.9304277550	-3.2908433160	14.6085351900
3.9487942400	10.9331306100	8.7906183220	3.9487942400	-3.2802872000	14.6090769800
3.9671607250	11.0129502600	8.7940491720	3.9671607250	-3.2670495540	14.6099990500
3.9855272100	11.0421576000	8.7934938420	3.9855272100	-3.2668246060	14.6096650100
4.0038936950	11.0370803000	8.7908592720	4.0038936950	-3.2719062000	14.6087995100
4.0222601800	11.0249399500	8.7921981050	4.0222601800	-3.2740302240	14.6090778000
4.0406266640	11.0304223700	8.7931252200	4.0406266640	-3.2707938460	14.6097585200
4.0589931490	11.0613795500	8.7934233820	4.0589931490	-3.2348222980	14.6103874400
4.0773596340	11.0741572900	8.7935081540	4.0773596340	-3.2223537900	14.6100439900
4.0957261190	11.0596565200	8.7933620430	4.0957261190	-3.2379464890	14.6096155800
4.1140926040	11.0545715600	8.7939228190	4.1140926040	-3.2379789860	14.6097624000
4.1324590890	11.0511614700	8.7949413700	4.1324590890	-3.2213123870	14.6106482000
4.1508255730	11.0971217600	8.7948298110	4.1508255730	-3.1871717340	14.6109625200
4.1691920580	11.1087862000	8.7953280060	4.1691920580	-3.1799121050	14.6108219700
4.1875585430	11.0603804200	8.7948320200	4.1875585430	-3.1900691830	14.6106712500
4.2059250280	11.0489060100	8.7959924220	4.2059250280	-3.1898850460	14.6108514300
4.2242915130	11.0508101200	8.7958852630	4.2242915130	-3.1850568970	14.6113746300
4.2426579980	11.0455940500	8.7963275670	4.2426579980	-3.1828079970	14.6111419600
4.2610244830	11.0260121000	8.7974715930	4.2610244830	-3.1922973710	14.6110543200
4.2793909670	10.9875366400	8.7952697390	4.2793909670	-3.2090797160	14.6104277100
4.2977574520	10.9716898800	8.7949731920	4.2977574520	-3.2200124430	14.6098895100
4.3161239370	10.9354739800	8.7938164280	4.3161239370	-3.2400000770	14.6092599900
4.3344904220	10.8932914700	8.7943035850	4.3344904220	-3.2485751700	14.6087603600
4.3528569070	10.8857808200	8.7962425040	4.3528569070	-3.2429759920	14.6090100200
4.3712233920	10.8804477400	8.7962315120	4.3712233920	-3.2468331990	14.6086543200
4.3895898760	10.8674395100	8.7959124440	4.3895898760	-3.2547960510	14.6079202600
4.4079563610	10.8145736400	8.7932637780	4.4079563610	-3.2597761410	14.6073009500
4.4263228460	10.8207692800	8.7932940750	4.4263228460	-3.2459580710	14.6078932300
4.4446893310	10.8526250800	8.7945345750	4.4446893310	-3.2420052030	14.6079538800
4.4630558160	10.8635924200	8.7938129710	4.4630558160	-3.2522432400	14.6076369000
4.4814223010	10.8622468200	8.7942154350	4.4814223010	-3.2507947910	14.6076850700
4.4997887850	10.8546010300	8.7969612650	4.4997887850	-3.2470105330	14.6087409900
4.5181552700	10.8551345600	8.7996779500	4.5181552700	-3.2419026620	14.6095355000
4.5365217550	10.8713637800	8.7973291270	4.5365217550	-3.2436533500	14.6090872700
4.5548882400	10.8799400800	8.7967153320	4.5548882400	-3.2436552060	14.6084949300
4.5732547250	10.8743363300	8.7951944340	4.5732547250	-3.2437180270	14.6084639100
4.5916212100	10.8387554900	8.7959136310	4.5916212100	-3.2477316730	14.6079295600
4.6099876940	10.8267217500	8.7943823220	4.6099876940	-3.2436316240	14.6075317200
4.6283541790	10.8485357300	8.7946348180	4.6283541790	-3.2405498860	14.6080219100
4.6467206640	10.8632807000	8.7922748160	4.6467206640	-3.2383779600	14.6073689400
4.6650871490	10.8625336300	8.7914332700	4.6650871490	-3.2368766680	14.6072451000
4.6834536340	10.8595274300	8.7915278020	4.6834536340	-3.2364192340	14.6068997700
4.7018201190	10.8705474500	8.7898041170	4.7018201190	-3.2333630100	14.6062451400
4.7201866030	10.8800758100	8.7885874030	4.7201866030	-3.2338783970	14.6062955100
4.7385530880	10.9145837000	8.7896579680	4.7385530880	-3.2335705230	14.6056620700
4.7569195730	10.9549334700	8.7905714520	4.7569195730	-3.2292244060	14.6061549000
4.7752860580	10.9520342300	8.7934561780	4.7752860580	-3.2277710250	14.6068074500
4.7936525430	10.9396106600	8.7947597850	4.7936525430	-3.2312023400	14.6069994400
4.8120190280	10.9033842000	8.7935048290	4.8120190280	-3.2351621960	14.6072180300
4.8303855130	10.8834802700	8.7947748050	4.8303855130	-3.2321751380	14.6073164700
4.8487519970	10.8906101200	8.7972033780	4.8487519970	-3.2307771810	14.6084959100
4.8671184820	10.8561881000	8.8021387790	4.8671184820	-3.2376401470	14.6088087400
4.8854849670	10.8234661100	8.8024276210	4.8854849670	-3.2404173310	14.6087388800
4.9038514520	10.7885688200	8.8060222380	4.9038514520	-3.2424505670	14.6089604200
4.9222179370	10.7898249400	8.8125929110	4.9222179370	-3.2432833180	14.6091738500
4.9405844220	10.8843241000	8.8345126260	4.9405844220	-3.2296808350	14.6111217500
4.9589509060	11.0118181800	8.8692151100	4.9589509060	-3.1959702150	14.6110276600
4.9773173910	11.0575884800	8.8941137730	4.9773173910	-3.1974531450	14.6103036400
4.9956838760	11.0552634700	8.9131190370	4.9956838760	-3.2095612470	14.6081888000
5.0140503610	11.1455157300	8.9489566410	5.0140503610	-3.2031003230	14.6096541300
5.0324168460	11.2586555100	8.9853643630	5.0324168460	-3.2334108670	14.6162818500
5.0507833310	11.6176888400	9.0552231160	5.0507833310	-3.2467269470	14.6221866500
5.0691498150	12.0014827900	9.1078932760	5.0691498150	-3.1952718400	14.6209657000
5.0875163000	12.0038405300	9.1480065900	5.0875163000	-3.2324772690	14.6203085600
5.1058827850	12.0428383400	9.1674451480	5.1058827850	-3.2387669450	14.6205245500
5.1242492700	12.1957462500	9.1967250590	5.1242492700	-3.2254431400	14.6185657900
5.1426157550	12.4536218100	9.2126090950	5.1426157550	-3.2035408580	14.6152596400
5.1609822400	12.7037824000	9.2388167830	5.1609822400	-3.2236596370	14.6134347500
5.1793487240	12.9949429000	9.2716262120	5.1793487240	-3.2342783840	14.6153559000
5.1977152090	13.2906691400	9.2872948460	5.1977152090	-3.1899310500	14.6154710500
5.2160816940	13.5212427000	9.3205925310	5.2160816940	-3.1373180550	14.6149314400
5.2344481790	13.5891998400	9.3296647920	5.2344481790	-3.1284264240	14.6139396000
5.2528146640	13.6122001000	9.3404623530	5.2528146640	-3.1101945350	14.6130837800
5.2711811490	13.6341154400	9.3588428170	5.2711811490	-3.1006753160	14.6139091700
5.2895476330	13.6092237400	9.3566297210	5.2895476330	-3.1080873520	14.6134502300
5.3079141180	13.5982556100	9.3593105160	5.3079141180	-3.1051546970	14.6135601100
5.3262806030	13.5830150700	9.3635783080	5.3262806030	-3.1111505300	14.6131198300
5.3446470880	13.5847535000	9.3633463250	5.3446470880	-3.1034278430	14.6130197800
5.3630135730	13.5947287500	9.3612465890	5.3630135730	-3.1025567890	14.6122773900
5.3813800580	13.5981593800	9.3614707240	5.3813800580	-3.0999254550	14.6123940800
5.3997465430	13.6031546200	9.3605555890	5.3997465430	-3.1006255780	14.6122842700
5.4181130270	13.6191926800	9.3576438290	5.4181130270	-3.0970542920	14.6119664600
5.4364795120	13.6173688100	9.3592403760	5.4364795120	-3.0981464780	14.6117132800
5.4548459970	13.6111456600	9.3615887850	5.4548459970	-3.0938883480	14.6112446500
5.4732124820	13.6133303900	9.3602573420	5.4732124820	-3.0903931560	14.6110974500
5.4915789670	13.6356490900	9.3556136820	5.4915789670	-3.0877623170	14.6108023700
5.5099454520	13.6584509000	9.3550277640	5.5099454520	-3.0860688290	14.6109824100
5.5283119360	13.6566461700	9.3567344240	5.5283119360	-3.0824110800	14.6109815700
5.5466784210	13.6574306800	9.3571828610	5.5466784210	-3.0802323620	14.6110312900
5.5650449060	13.6880588400	9.3603139810	5.5650449060	-3.0791608770	14.6105139300
5.5834113910	13.7162411500	9.3583694640	5.5834113910	-3.0692806930	14.6104262200
5.6017778760	13.7332674400	9.3563122060	5.6017778760	-3.0663893910	14.6104508200
5.6201443610	13.7432564000	9.3605881950	5.6201443610	-3.0632258830	14.6103356500
5.6385108450	13.7515752900	9.3600430100	5.6385108450	-3.0662929340	14.6104972500
5.6568773300	13.7626196000	9.3596692730	5.6568773300	-3.0616329250	14.6105304300
5.6752438150	13.7683144900	9.3594148410	5.6752438150	-3.0552408230	14.6103886300
5.6936103000	13.7664331800	9.3582737350	5.6936103000	-3.0506878420	14.6096560200
5.7119767850	13.7614777000	9.3587671570	5.7119767850	-3.0467717010	14.6102859900
5.7303432700	13.7584720400	9.3587483900	5.7303432700	-3.0487689640	14.6100678800
5.7487097540	13.7586762500	9.3578945120	5.7487097540	-3.0443508380	14.6099029100
5.7670762390	13.7531570800	9.3591199270	5.7670762390	-3.0445766000	14.6103070600
5.7854427240	13.7436363500	9.3619487130	5.7854427240	-3.0471687080	14.6104460700
5.8038092090	13.7394185200	9.3620508320	5.8038092090	-3.0495879520	14.6103628400
5.8221756940	13.7381787100	9.3634217560	5.8221756940	-3.0500737690	14.6104412900
5.8405421790	13.7350349500	9.3649235190	5.8405421790	-3.0503615940	14.6107898500
5.8589086630	13.7312818600	9.3665735710	5.8589086630	-3.0487780430	14.6106279700
5.8772751480	13.7343510400	9.3653535050	5.8772751480	-3.0476175400	14.6106303500
5.8956416330	13.7404776700	9.3650535450	5.8956416330	-3.0461748180	14.6104544600
5.9140081180	13.7446153200	9.3637321700	5.9140081180	-3.0477774810	14.6104722900
5.9323746030	13.7452055800	9.3616798960	5.9323746030	-3.0483728970	14.6102932300
