cm_A			CALext		
6.0443250500	16.3588061700	8.8164906100	6.0443250500	-0.0621699024	14.0141257800
6.0629803750	16.3589515300	8.7951163180	6.0629803750	-0.0370285225	14.0124695700
6.0816356990	16.3719932600	8.7744022980	6.0816356990	0.0044073436	14.0073006600
6.1002910230	16.3966012400	8.7617381380	6.1002910230	0.0324259200	14.0036844600
6.1189463470	16.4053315800	8.7566241150	6.1189463470	0.0456524242	14.0064328300
6.1376016720	16.4141452000	8.7252295220	6.1376016720	0.0830276104	14.0036964900
6.1562569960	16.4244523100	8.6989624940	6.1562569960	0.1093701603	13.9936770700
6.1749123200	16.4642281100	8.6840851970	6.1749123200	0.1485086599	13.9881891600
6.1935676440	16.4937570700	8.6669655460	6.1935676440	0.1829934883	13.9693941000
6.2122229680	16.4734578700	8.6526160570	6.2122229680	0.1994613716	13.9661891500
6.2308782930	16.4739098300	8.6199797090	6.2308782930	0.2254381351	13.9595869800
6.2495336170	16.5174748900	8.6064647090	6.2495336170	0.2560301629	13.9498747700
6.2681889410	16.5475330200	8.5709189920	6.2681889410	0.3037097184	13.9367829300
6.2868442650	16.5533055400	8.5417742510	6.2868442650	0.3221827323	13.9235929000
6.3054995900	16.5723841600	8.4985030670	6.3054995900	0.3440244945	13.9094733300
6.3241549140	16.5687602800	8.4435916200	6.3241549140	0.3775258876	13.8934235300
6.3428102380	16.6570907400	8.4119105100	6.3428102380	0.4370895334	13.8790622400
6.3614655620	16.6737001300	8.3481769890	6.3614655620	0.4981478347	13.8636800700
6.3801208870	16.7167013700	8.3214045320	6.3801208870	0.5256002119	13.8552946600
6.3987762110	16.7565969000	8.2672324790	6.3987762110	0.5545893589	13.8110657000
6.4174315350	16.8437141800	8.1928912810	6.4174315350	0.6075605498	13.7462793900
6.4360868590	16.9197893100	8.0888402620	6.4360868590	0.7259091836	13.6815856900
6.4547421830	16.9795574200	8.0421492850	6.4547421830	0.7837032681	13.6428896400
6.4733975080	17.0120079600	7.9674294880	6.4733975080	0.8957935538	13.5878161000
6.4920528320	17.0670853600	7.8907774600	6.4920528320	0.9634823937	13.5319708300
			6.5107081560	0.9786175986	13.4078032200
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
