GMfasBESTMMM			GMext		
0.8312157124	30.9831981700	1.5565725310	0.8312157124	47.5037653100	8.7259298030
0.8549647327	30.9832633700	1.5565928900	0.8549647327	47.5039894800	8.7259172390
0.8787137531	30.9828464000	1.5567286070	0.8787137531	47.5040686000	8.7260947980
0.9024627734	30.9835217400	1.5567982820	0.9024627734	47.5038767800	8.7259467080
0.9262117938	30.9826808500	1.5569024740	0.9262117938	47.5040002400	8.7256341160
0.9499608141	30.9832352500	1.5568736620	0.9499608141	47.5042033600	8.7257457010
0.9737098345	30.9837672400	1.5570737460	0.9737098345	47.5041820700	8.7257730300
0.9974588548	30.9830298100	1.5570266700	0.9974588548	47.5043526300	8.7259068270
1.0212078750	30.9830655600	1.5570438940	1.0212078750	47.5041335400	8.7258177330
1.0449568960	30.9833403500	1.5570253900	1.0449568960	47.5045394400	8.7256679370
1.0687059160	30.9830772300	1.5571339540	1.0687059160	47.5040248000	8.7260069210
1.0924549360	30.9831429800	1.5569402470	1.0924549360	47.5036822100	8.7257209320
1.1162039570	30.9828021100	1.5569101030	1.1162039570	47.5042114600	8.7256197280
1.1399529770	30.9829026200	1.5568668340	1.1399529770	47.5039379100	8.7257759610
1.1637019970	30.9832080600	1.5565513390	1.1637019970	47.5038534700	8.7259676170
1.1874510180	30.9840319300	1.5564618020	1.1874510180	47.5038785600	8.7261339570
1.2112000380	30.9832525900	1.5567633250	1.2112000380	47.5039278100	8.7257373290
1.2349490580	30.9827422000	1.5569016050	1.2349490580	47.5037201800	8.7260761460
1.2586980790	30.9827566900	1.5569491320	1.2586980790	47.5041611300	8.7257605720
1.2824470990	30.9812727200	1.5576242190	1.2824470990	47.5040987800	8.7259790230
1.3061961190	30.9792579400	1.5589041100	1.3061961190	47.5042326500	8.7257814730
1.3299451400	30.9724978200	1.5637543750	1.3299451400	47.5037750300	8.7266069210
1.3536941600	30.9490581600	1.5836294760	1.3536941600	47.5034339000	8.7280128640
1.3774431800	30.9193386700	1.6052048740	1.3774431800	47.5036633800	8.7298321560
1.4011922010	30.8479088100	1.6473046840	1.4011922010	47.5036430400	8.7334580850
1.4249412210	30.8327533900	1.6559115790	1.4249412210	47.5030983500	8.7338266900
1.4486902420	30.7838311100	1.6734505500	1.4486902420	47.5030204700	8.7366213510
1.4724392620	30.7190636500	1.7022993710	1.4724392620	47.5019737300	8.7398763800
1.4961882820	30.6437251800	1.7413162690	1.4961882820	47.5024011100	8.7433053610
1.5199373030	30.5392437300	1.7850632060	1.5199373030	47.5020709900	8.7505047100
1.5436863230	30.3121935800	1.8690010690	1.5436863230	47.5209937700	8.7649362970
1.5674353430	30.1256091000	1.9183922530	1.5674353430	47.5216868200	8.7767324310
1.5911843640	29.7085669000	2.0534094180	1.5911843640	47.5204199500	8.7914634170
1.6149333840	29.5913857100	2.0877619210	1.6149333840	47.5190394500	8.7951788000
1.6386824040	29.4109041600	2.1350643810	1.6386824040	47.5203422300	8.7970829320
1.6624314250	29.0655274500	2.2254723080	1.6624314250	47.5185722900	8.8037137050
1.6861804450	28.8787794700	2.2718925590	1.6861804450	47.5193894500	8.8038021720
1.7099294650	28.7865087200	2.2932345360	1.7099294650	47.5187749800	8.8054591300
1.7336784860	28.5951658400	2.3358441630	1.7336784860	47.5182935800	8.8071129580
1.7574275060	28.3882566400	2.3684260830	1.7574275060	47.5163216300	8.8112148320
1.7811765260	28.1377145600	2.3939949160	1.7811765260	47.5156267200	8.8128391790
1.8049255470	27.8289584600	2.3983060130	1.8049255470	47.5150358900	8.8157198240
1.8286745670	27.5992060500	2.4145532550	1.8286745670	47.5135183100	8.8239212670
1.8524235880	27.2385599900	2.4402562690	1.8524235880	47.5128815100	8.8355467390
1.8761726080	27.0476497100	2.4413697550	1.8761726080	47.5367156800	8.8348154550
1.8999216280	26.7682612100	2.4574307170	1.8999216280	47.5359422400	8.8484849630
1.9236706490	26.5313750300	2.4837852500	1.9236706490	47.5333745500	8.8562651180
1.9474196690	26.1219084900	2.5127276560	1.9474196690	47.5266704400	8.8673847510
1.9711686890	26.0163876600	2.5186984300	1.9711686890	47.5265759300	8.8695954490
1.9949177100	25.6701402400	2.5193210030	1.9949177100	47.5221876400	8.8770851880
2.0186667300	25.4991615000	2.5318611620	2.0186667300	47.5227665300	8.8788904340
2.0424157500	25.2538360200	2.5571463900	2.0424157500	47.5188203800	8.8833190200
2.0661647710	25.1114091600	2.5739949290	2.0661647710	47.5197740200	8.8868879750
2.0899137910	24.9926477500	2.5864850700	2.0899137910	47.5168821500	8.8902659960
2.1136628110	24.8538503700	2.5960884860	2.1136628110	47.5159883700	8.8930970570
2.1374118320	24.7149922500	2.6027246460	2.1374118320	47.5132449200	8.8980584910
2.1611608520	24.4957575200	2.6218098540	2.1611608520	47.5075328200	8.9091482440
2.1849098720	24.1717335900	2.6519651620	2.1849098720	47.5174813800	8.9278095480
2.2086588930	24.0921610900	2.6622007820	2.2086588930	47.5152344400	8.9352676820
2.2324079130	23.9224640500	2.6820064460	2.2324079130	47.5127183400	8.9428044150
2.2561569340	23.8136817500	2.6907985860	2.2561569340	47.5099040900	8.9485653870
2.2799059540	23.5133763600	2.7259767420	2.2799059540	47.4878607200	8.9618806070
2.3036549740	23.4409293200	2.7303761730	2.3036549740	47.4786063900	8.9655684110
2.3274039950	23.2824692300	2.7486853150	2.3274039950	47.4693015300	8.9730213990
2.3511530150	23.1369923300	2.7646679660	2.3511530150	47.4667739800	8.9775279650
2.3749020350	23.0117578600	2.7805662200	2.3749020350	47.4660827300	8.9815907330
2.3986510560	22.8365967000	2.8029528430	2.3986510560	47.4560473000	8.9901790070
2.4224000760	22.7153691100	2.8260685620	2.4224000760	47.4551501400	8.9974037440
2.4461490960	22.6033366300	2.8423542880	2.4461490960	47.4862694100	9.0006822220
2.4698981170	22.5085963900	2.8570740320	2.4698981170	47.4807641000	9.0145087570
2.4936471370	22.4096959200	2.8764988720	2.4936471370	47.4711321000	9.0259146580
2.5173961570	22.3713676600	2.8791813320	2.5173961570	47.4721020500	9.0289003130
2.5411451780	22.2070945200	2.9071671830	2.5411451780	47.4669546400	9.0389337880
2.5648941980	22.1073586900	2.9296248010	2.5648941980	47.4625506200	9.0412577400
2.5886432180	21.9943099600	2.9345078020	2.5886432180	47.4609194500	9.0430628980
2.6123922390	21.9762562900	2.9367574750	2.6123922390	47.4596382900	9.0438417950
2.6361412590	21.9574828300	2.9483512960	2.6361412590	47.4581489500	9.0464009880
2.6598902800	21.8562158400	2.9610471120	2.6598902800	47.4595926400	9.0473860610
2.6836393000	21.8291415000	2.9625188320	2.6836393000	47.4590543100	9.0501074550
2.7073883200	21.7819703100	2.9702011900	2.7073883200	47.4577079500	9.0524287520
2.7311373410	21.7162330100	2.9823152230	2.7311373410	47.4553390500	9.0556924040
2.7548863610	21.5233806100	3.0089064210	2.7548863610	47.4557806800	9.0575895700
2.7786353810	21.4795327500	2.9869551220	2.7786353810	47.4538167500	9.0619779450
2.8023844020	21.3117689200	2.9892990140	2.8023844020	47.4515949900	9.0752625000
2.8261334220	21.1857526300	3.0033303390	2.8261334220	47.4790857900	9.0738321220
2.8498824420	21.0577433700	3.0201524280	2.8498824420	47.4781433100	9.0843939120
2.8736314630	21.0025279100	3.0161855830	2.8736314630	47.4799423300	9.0888599870
2.8973804830	20.8917224800	3.0328826100	2.8973804830	47.4753025400	9.0958859410
2.9211295030	20.7801935300	3.0446311950	2.9211295030	47.4775869000	9.0998592440
2.9448785240	20.7134281200	3.0315712470	2.9448785240	47.4742711500	9.1062257800
2.9686275440	20.6955140200	3.0365134250	2.9686275440	47.4719452500	9.1085747690
2.9923765640	20.5684921800	3.0391559160	2.9923765640	47.4706005700	9.1120577590
3.0161255850	20.4626577800	3.0557033000	3.0161255850	47.4712182300	9.1141966600
3.0398746050	20.4283942700	3.0560001040	3.0398746050	47.4704122900	9.1157711690
3.0636236260	20.3718219200	3.0672380690	3.0636236260	47.4733365600	9.1162210940
3.0873726460	20.2896041300	3.0747546180	3.0873726460	47.4719515900	9.1192642660
3.1111216660	20.1686202000	3.0956175970	3.1111216660	47.4713895600	9.1221913110
3.1348706870	20.0810455400	3.1069778690	3.1348706870	47.4691852800	9.1264788640
3.1586197070	19.9626396400	3.1182674940	3.1586197070	47.4689185700	9.1337069350
3.1823687270	19.7205874700	3.1632382020	3.1823687270	47.4679575200	9.1479077780
3.2061177480	19.5861594900	3.1733650470	3.2061177480	47.4850383100	9.1548984590
3.2298667680	19.5564173700	3.1835657630	3.2298667680	47.4867081300	9.1623058490
3.2536157880	19.4572875900	3.1968878760	3.2536157880	47.4864548300	9.1706801820
3.2773648090	19.2851678500	3.2332631560	3.2773648090	47.4872466900	9.1809983990
3.3011138290	19.2538425300	3.2385438210	3.3011138290	47.4867773700	9.1820675720
3.3248628490	19.2237438800	3.2428674970	3.3248628490	47.4839376900	9.1860618600
3.3486118700	19.2141542900	3.2434613910	3.3486118700	47.4853469300	9.1873584830
3.3723608900	19.1506596000	3.2569862040	3.3723608900	47.4836037000	9.1905276460
3.3961099100	19.1373726500	3.2664859860	3.3961099100	47.4874836600	9.1898985910
3.4198589310	19.0488520500	3.2725951430	3.4198589310	47.4841126100	9.1944321880
3.4436079510	18.9935387700	3.2762397180	3.4436079510	47.4837630400	9.1978016520
3.4673569720	18.9517696200	3.2840341180	3.4673569720	47.4865377600	9.1989778310
3.4911059920	18.8712093500	3.2904872870	3.4911059920	47.4856474100	9.2008750000
3.5148550120	18.8291559800	3.2984431760	3.5148550120	47.4869824100	9.2033220170
3.5386040330	18.7854029500	3.2996255160	3.5386040330	47.4868914500	9.2026059120
3.5623530530	18.7012083800	3.3066923210	3.5623530530	47.4877776200	9.2064570680
3.5861020730	18.6965565100	3.3135706240	3.5861020730	47.4879893100	9.2056269760
3.6098510940	18.6891874600	3.3261138550	3.6098510940	47.4883359600	9.2058475330
3.6336001140	18.6605430100	3.3294440370	3.6336001140	47.4870873000	9.2057068710
3.6573491340	18.6116426900	3.3353531480	3.6573491340	47.4906841300	9.2057357950
3.6810981550	18.5826686600	3.3388703130	3.6810981550	47.4901387200	9.2068574050
3.7048471750	18.5616751800	3.3387737180	3.7048471750	47.4902379400	9.2091945540
3.7285961950	18.5177859900	3.3548427170	3.7285961950	47.4888192000	9.2130805360
3.7523452160	18.5100667200	3.3565268250	3.7523452160	47.4892407200	9.2114286780
3.7760942360	18.4695669800	3.3646832940	3.7760942360	47.4897027300	9.2111733870
3.7998432560	18.4062043900	3.3640754630	3.7998432560	47.4889897300	9.2121415410
3.8235922770	18.3600947700	3.3762758970	3.8235922770	47.4918587000	9.2134131410
3.8473412970	18.3426501200	3.3424575140	3.8473412970	47.4950918800	9.2276712950
3.8710903180	18.3296654900	3.3436616920	3.8710903180	47.4974294800	9.2348499370
3.8948393380	18.2093200000	3.3587970600	3.8948393380	47.4973702800	9.2415920430
3.9185883580	17.9800741800	3.3872495120	3.9185883580	47.4995154700	9.2475868010
3.9423373790	17.9247608800	3.3919950840	3.9423373790	47.5000014900	9.2499088230
3.9660863990	17.8013304200	3.4057337020	3.9660863990	47.5001544000	9.2541771680
3.9898354190	17.5627147400	3.4328359790	3.9898354190	47.5014579700	9.2569262490
4.0135844400	17.4230088900	3.4569712140	4.0135844400	47.4998176700	9.2618060650
4.0373334600	17.3052719700	3.4672952960	4.0373334600	47.4980171500	9.2637691430
4.0610824800	17.2507273900	3.4616810650	4.0610824800	47.5009913400	9.2636250850
4.0848315010	17.1269486200	3.4778586960	4.0848315010	47.4980778800	9.2665810640
4.1085805210	16.9264664600	3.4970286830	4.1085805210	47.4921100100	9.2800488040
4.1323295410	16.8721358400	3.5006864360	4.1323295410	47.4907256600	9.2840421220
4.1560785620	16.6342411700	3.5319560420	4.1560785620	47.4859084700	9.2951012100
4.1798275820	16.5394699800	3.5447582740	4.1798275820	47.4945452200	9.3043579440
4.2035766020	16.3663597000	3.5627296310	4.2035766020	47.4936527500	9.3191715260
4.2273256230	16.2560887600	3.5838967940	4.2273256230	47.4914614600	9.3257304230
4.2510746430	16.1587974300	3.5928594680	4.2510746430	47.4931433200	9.3303468270
4.2748236640	16.0535538800	3.6100078910	4.2748236640	47.4922028900	9.3349664110
4.2985726840	15.9432850800	3.6253096150	4.2985726840	47.4936991500	9.3365583080
4.3223217040	15.7969856200	3.6340878240	4.3223217040	47.4896714900	9.3407627320
4.3460707250	15.6258383800	3.6453891090	4.3460707250	47.4784200400	9.3482200650
4.3698197450	15.5531437600	3.6541709700	4.3698197450	47.4720543000	9.3513256960
4.3935687650	15.5477035300	3.6555777860	4.3935687650	47.4704076700	9.3535099350
4.4173177860	15.5450959300	3.6588647360	4.4173177860	47.4675949100	9.3551600210
4.4410668060	15.5597647500	3.6485520710	4.4410668060	47.4663616800	9.3560749940
4.4648158260	15.5504974800	3.6459816200	4.4648158260	47.4640393900	9.3575780730
4.4885648470	15.5417235100	3.6439081580	4.4885648470	47.4634169600	9.3583553330
4.5123138670	15.4063062500	3.6562664470	4.5123138670	47.4614668600	9.3604375750
4.5360628870	15.3349667600	3.6703116090	4.5360628870	47.4601976900	9.3636511510
4.5598119080	15.2647836300	3.6745725730	4.5598119080	47.4591782600	9.3673299150
4.5835609280	15.2318673300	3.6777567090	4.5835609280	47.4568960800	9.3670819780
4.6073099480	15.1347434600	3.6828242080	4.6073099480	47.4555662200	9.3711224190
4.6310589690	14.8888050700	3.7032079140	4.6310589690	47.4662766200	9.3829496720
4.6548079890	14.7406692500	3.7121906760	4.6548079890	47.4656780000	9.3942270080
4.6785570100	14.6159119400	3.7220202830	4.6785570100	47.4644985400	9.3997894360
4.7023060300	14.3889034900	3.7381052260	4.7023060300	47.4620639300	9.4066504580
4.7260550500	14.3184886000	3.7587974540	4.7260550500	47.4638698800	9.4108020080
4.7498040710	14.2740770000	3.7752435270	4.7498040710	47.4678544500	9.4112679500
4.7735530910	14.2724069800	3.7799064520	4.7735530910	47.4688041600	9.4112461020
4.7973021110	14.2636818000	3.7914950000	4.7973021110	47.4683808800	9.4134323270
4.8210511320	14.2255677500	3.7966052100	4.8210511320	47.4698512300	9.4137682670
4.8448001520	14.1889053900	3.7965024130	4.8448001520	47.4688004900	9.4154085340
4.8685491720	14.0463772500	3.8050959170	4.8685491720	47.4704881700	9.4164986830
4.8922981930	14.0059128800	3.8119191040	4.8922981930	47.4692978700	9.4169129460
4.9160472130	13.9225106900	3.8171466870	4.9160472130	47.4680439000	9.4178576290
4.9397962330	13.8354752900	3.8092784250	4.9397962330	47.4693493800	9.4191235080
4.9635452540	13.7429589500	3.8032395710	4.9635452540	47.4677188900	9.4200880570
4.9872942740	13.6571924600	3.8049917010	4.9872942740	47.4671460000	9.4216987820
5.0110432940	13.6174306500	3.8088875850	5.0110432940	47.4652121200	9.4220571210
5.0347923150	13.5254763100	3.8162122030	5.0347923150	47.4617077300	9.4270952160
5.0585413350	13.5267576500	3.8161396980	5.0585413350	47.4628835600	9.4271751980
5.0822903560	13.5065735300	3.8115011870	5.0822903560	47.4623807400	9.4252345790
5.1060393760	13.4621831100	3.8116632100	5.1060393760	47.4624994000	9.4267078370
5.1297883960	13.3785582900	3.8128525240	5.1297883960	47.4609009400	9.4286028730
5.1535374170	13.3727379000	3.8070752020	5.1535374170	47.4602830900	9.4297257490
5.1772864370	13.3690643400	3.8075464640	5.1772864370	47.4591379100	9.4303484140
5.2010354570	13.3743500800	3.8011502500	5.2010354570	47.4600149000	9.4300118700
5.2247844780	13.2715102200	3.8012410590	5.2247844780	47.4579621100	9.4308929060
5.2485334980	13.2091873000	3.8003697060	5.2485334980	47.4553922900	9.4324325310
5.2722825180	13.0388075800	3.8105306240	5.2722825180	47.4526573500	9.4330752570
5.2960315390	12.9237081200	3.8074709330	5.2960315390	47.4524777200	9.4322556020
5.3197805590	12.7813098300	3.8099351240	5.3197805590	47.4543803000	9.4299187750
5.3435295790	12.7067211500	3.8140792100	5.3435295790	47.4555221400	9.4278837390
5.3672786000	12.5348121500	3.8300225690	5.3672786000	47.4563203000	9.4271303270
5.3910276200	12.2703356700	3.8273189090	5.3910276200	47.4560184400	9.4281809290
5.4147766400	12.0771858200	3.8402537990	5.4147766400	47.4552322000	9.4290251500
5.4385256610	11.9436724500	3.8516753330	5.4385256610	47.4529728700	9.4297968380
5.4622746810	11.8521413600	3.8621176040	5.4622746810	47.4483531200	9.4319338950
5.4860237020	11.6468950400	3.8731409510	5.4860237020	47.4471148100	9.4341481140
5.5097727220	11.6013260300	3.8828546360	5.5097727220	47.4453750500	9.4351294480
5.5335217420	11.5217651600	3.8830383380	5.5335217420	47.4418203700	9.4379052010
5.5572707630	11.4433637200	3.8796583300	5.5572707630	47.4390246600	9.4445022290
5.5810197830	11.3414446500	3.8872012680	5.5810197830	47.4362235100	9.4481634700
5.6047688030	11.2450975100	3.8938279490	5.6047688030	47.4260354400	9.4457667950
5.6285178240	11.1572235100	3.8938739900	5.6285178240	47.4028267300	9.4526321780
5.6522668440	11.0772602200	3.9002066760	5.6522668440	47.3998795800	9.4564842860
5.6760158640	11.0714449400	3.9055165810	5.6760158640	47.3944460600	9.4573783360
5.6997648850	11.0984311500	3.9090270860	5.6997648850	47.3947352300	9.4582914350
5.7235139050	11.0946076900	3.9085749170	5.7235139050	47.3902600200	9.4551891170
5.7472629250	11.0612667800	3.9120965590	5.7472629250	47.3908755700	9.4554058820
5.7710119460	11.0585530700	3.9150391260	5.7710119460	47.3888554100	9.4581930060
5.7947609660	11.0469101200	3.9169999450	5.7947609660	47.3881019300	9.4573105210
5.8185099860	10.9802863600	3.9226410470	5.8185099860	47.3860469400	9.4589480460
5.8422590070	10.9677878500	3.9256288710	5.8422590070	47.3860333200	9.4576031480
5.8660080270	10.9122833500	3.9316674170	5.8660080270	47.3831249200	9.4589592420
5.8897570480	10.8324728300	3.9386098060	5.8897570480	47.3797087300	9.4632428520
5.9135060680	10.7602196900	3.9312305540	5.9135060680	47.3746169200	9.4635992290
5.9372550880	10.6378523000	3.9351846450	5.9372550880	47.3730535200	9.4654781070
5.9610041090	10.5569189300	3.9440609810	5.9610041090	47.3884663200	9.4725810890
5.9847531290	10.5394550500	3.9467449310	5.9847531290	47.3812729300	9.4847515330
6.0085021490	10.5011108800	3.9459486450	6.0085021490	47.3801304800	9.4948893000
6.0322511700	10.4853820500	3.9511847220	6.0322511700	47.3819055400	9.5012908070
6.0560001900	10.4745419900	3.9518807910	6.0560001900	47.3820839000	9.5038807630
6.0797492100	10.4758817500	3.9506084200	6.0797492100	47.3825552300	9.5055383720
6.1034982310	10.4794271900	3.9496889720	6.1034982310	47.3821098100	9.5073059620
6.1272472510	10.4914231200	3.9486536830	6.1272472510	47.3842973900	9.5082334250
6.1509962710	10.4833038700	3.9486835560	6.1509962710	47.3835533400	9.5097922030
6.1747452920	10.4813048800	3.9487024810	6.1747452920	47.3810329500	9.5126920900
6.1984943120	10.4795827800	3.9506563050	6.1984943120	47.3829718400	9.5123015370
6.2222433320	10.4704134200	3.9507434020	6.2222433320	47.3828376800	9.5162649290
6.2459923530	10.4852185400	3.9518157770	6.2459923530	47.3870071100	9.5146738080
6.2697413730	10.4929785000	3.9523916190	6.2697413730	47.3879108500	9.5151032800
6.2934903940	10.4806460100	3.9529086060	6.2934903940	47.3891307600	9.5138841910
6.3172394140	10.4695064500	3.9520123460	6.3172394140	47.3908585800	9.5131145260
6.3409884340	10.4600036300	3.9544718040	6.3409884340	47.3918762400	9.5130718430
6.3647374550	10.4632491400	3.9588221320	6.3647374550	47.3918385700	9.5147091590
6.3884864750	10.4589382400	3.9562388900	6.3884864750	47.3940632700	9.5115860780
6.4122354950	10.4545854500	3.9559752670	6.4122354950	47.3943760200	9.5126791970
6.4359845160	10.4513513900	3.9542907210	6.4359845160	47.3959041000	9.5134059710
6.4597335360	10.4465507000	3.9517930850	6.4597335360	47.3941666100	9.5137787760
6.4834825560	10.4498300900	3.9503029440	6.4834825560	47.3960797300	9.5120554240
6.5072315770	10.4472801100	3.9509790410	6.5072315770	47.3959362000	9.5129233200
6.5309805970	10.4132621600	3.9583170440	6.5309805970	47.3962082700	9.5122111170
6.5547296170	10.3727209700	3.9656322210	6.5547296170	47.3981479200	9.5146434820
6.5784786380	10.3898734800	3.9636709760	6.5784786380	47.3984522900	9.5127495520
6.6022276580	10.3909344400	3.9662356320	6.6022276580	47.3988161400	9.5135944330
6.6259766780	10.4075491900	3.9674807840	6.6259766780	47.3997767600	9.5114781900
6.6497256990	10.4091365600	3.9631423620	6.6497256990	47.3991934000	9.5137229210
6.6734747190	10.4198386300	3.9632890580	6.6734747190	47.4010076700	9.5118259630
6.6972237400	10.4137816900	3.9618740170	6.6972237400	47.4005012800	9.5129240680
6.7209727600	10.4456857600	3.9580948050	6.7209727600	47.4006488800	9.5126730520
6.7447217800	10.4483072800	3.9594706330	6.7447217800	47.4012483800	9.5107226150
6.7684708010	10.4131727500	3.9653706430	6.7684708010	47.4002378700	9.5076883460
6.7922198210	10.3875975300	3.9674785970	6.7922198210	47.4016964500	9.5120465190
6.8159688410	10.3662708000	3.9722442530	6.8159688410	47.4020555800	9.5123495400
6.8397178620	10.3712953900	3.9704223070	6.8397178620	47.4032825200	9.5112655660
6.8634668820	10.3692578400	3.9706750760	6.8634668820	47.4028965200	9.5109887400
6.8872159020	10.4046518800	3.9634176330	6.8872159020	47.4036088700	9.5074701680
6.9109649230	10.4081628500	3.9682809070	6.9109649230	47.4031737200	9.5094294250
6.9347139430	10.4061595500	3.9692331610	6.9347139430	47.4021583300	9.5088346580
6.9584629630	10.3839969200	3.9650703550	6.9584629630	47.4017650200	9.5101558400
6.9822119840	10.3883285000	3.9642383760	6.9822119840	47.4022201900	9.5116262440
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
