GMfasBESTMMM			GMext		
0.6662700773	29.3950265800	1.4425006980	0.6662700773	47.5007925700	8.2278601520
0.6900654372	29.3949924000	1.4422666570	0.6900654372	47.5004669700	8.2279017200
0.7138607971	29.3951306500	1.4418146230	0.7138607971	47.5000419700	8.2275045320
0.7376561570	29.3948869200	1.4414770890	0.7376561570	47.5002407500	8.2274854090
0.7614515170	29.3947300900	1.4417954910	0.7614515170	47.5003569700	8.2273721940
0.7852468769	29.3936784300	1.4421986400	0.7852468769	47.5005253100	8.2275457250
0.8090422368	29.3925261100	1.4425219000	0.8090422368	47.5004540700	8.2278041350
0.8328375967	29.3907947200	1.4436034810	0.8328375967	47.5001830200	8.2278655390
0.8566329566	29.3908595900	1.4442605540	0.8566329566	47.5001358100	8.2280762340
0.8804283165	29.3889320200	1.4443429450	0.8804283165	47.5008939100	8.2284072950
0.9042236764	29.3880817800	1.4444908260	0.9042236764	47.5011070900	8.2284572550
0.9280190363	29.3830634500	1.4454776590	0.9280190363	47.5005567900	8.2289907960
0.9518143962	29.2728605500	1.4680139490	0.9518143962	47.5004618000	8.2305045740
0.9756097561	29.2430928000	1.4706991910	0.9756097561	47.4997439400	8.2302626530
0.9994051160	29.1015763400	1.4966007770	0.9994051160	47.4994620700	8.2307579470
1.0232004760	28.7786906900	1.5407622740	1.0232004760	47.4969559900	8.2314674840
1.0469958360	28.6204510700	1.5612837010	1.0469958360	47.4948744200	8.2341122310
1.0707911960	28.4975544500	1.5888944740	1.0707911960	47.4946250600	8.2360761410
1.0945865560	28.4614887300	1.5876146660	1.0945865560	47.4931722000	8.2369519360
1.1183819160	28.2127339500	1.6583957790	1.1183819160	47.4944233800	8.2403267500
1.1421772750	28.0477759700	1.6891154550	1.1421772750	47.4953485200	8.2447778630
1.1659726350	27.7628364100	1.6971643790	1.1659726350	47.4883581700	8.2518888720
1.1897679950	27.6513864200	1.7034649550	1.1897679950	47.4847439900	8.2528054190
1.2135633550	27.4699772000	1.7200498890	1.2135633550	47.4818114100	8.2533203140
1.2373587150	27.0457757100	1.7754487020	1.2373587150	47.4761381800	8.2637371770
1.2611540750	26.9138516100	1.7902355670	1.2611540750	47.4760752400	8.2646801550
1.2849494350	26.7186876900	1.8153495150	1.2849494350	47.4283937400	8.2814056510
1.3087447950	26.4889734000	1.8410229880	1.3087447950	47.4101941200	8.2884787780
1.3325401550	25.9847020100	1.9034935390	1.3325401550	47.3879028500	8.3042724940
1.3563355150	25.8357970100	1.9226215960	1.3563355150	47.3784561300	8.3083045700
1.3801308740	25.5574072200	1.9556332240	1.3801308740	47.3635324800	8.3155644530
1.4039262340	25.0542990600	1.9719937230	1.4039262340	47.3276293700	8.3299169880
1.4277215940	24.9213541200	1.9837181990	1.4277215940	47.3165995900	8.3346109530
1.4515169540	24.6428903900	2.0300082770	1.4515169540	47.2797718500	8.3492880660
1.4753123140	24.1574692700	2.0866495590	1.4753123140	47.2521039300	8.3752069840
1.4991076740	24.0416116800	2.1068344410	1.4991076740	47.2535670400	8.3817726410
1.5229030340	23.8488149300	2.1213565380	1.5229030340	47.2417668700	8.3974852020
1.5466983940	23.6470107200	2.1522494540	1.5466983940	47.2281693200	8.4088607710
1.5704937540	23.2958488900	2.1942437720	1.5704937540	47.2131344100	8.4231092260
1.5942891140	23.1362959400	2.2163350040	1.5942891140	47.2075634500	8.4296883660
1.6180844740	23.0677342500	2.2336643360	1.6180844740	47.2082629300	8.4323531470
1.6418798330	22.7560199100	2.2714415920	1.6418798330	47.1711701600	8.4530397930
1.6656751930	22.6236219900	2.2931710550	1.6656751930	47.1512415000	8.4625469600
1.6894705530	22.4898965300	2.3117790400	1.6894705530	47.1472493400	8.4735638170
1.7132659130	22.4098799100	2.3236299870	1.7132659130	47.1450853700	8.4805725700
1.7370612730	22.1296462200	2.3664389630	1.7370612730	47.1421510600	8.4966289990
1.7608566330	21.9732544400	2.3905832850	1.7608566330	47.1444583100	8.5041650820
1.7846519930	21.7670034500	2.4065790520	1.7846519930	47.1340961000	8.5170802450
1.8084473530	21.6259691400	2.4178910190	1.8084473530	47.1303683900	8.5221489500
1.8322427130	21.4763522100	2.4381396240	1.8322427130	47.1286521000	8.5306373950
1.8560380730	21.3480753900	2.4306510920	1.8560380730	47.1333556400	8.5435373510
1.8798334320	21.2045773500	2.4429556550	1.8798334320	47.1251675700	8.5561078640
1.9036287920	20.9353645500	2.4778441420	1.9036287920	47.0925041700	8.5838492020
1.9274241520	20.8699404700	2.4752466680	1.9274241520	47.0896919300	8.5875569990
1.9512195120	20.7434786100	2.4949336160	1.9512195120	47.0847291900	8.5944727230
1.9750148720	20.6400038600	2.5106426660	1.9750148720	47.0832088400	8.6003115040
1.9988102320	20.5130939500	2.5312432410	1.9988102320	47.0765228500	8.6148710430
2.0226055920	20.4822986000	2.5375308100	2.0226055920	47.0735335900	8.6175800350
2.0464009520	20.3674960800	2.5462087380	2.0464009520	47.0710311300	8.6255439590
2.0701963120	20.3258892400	2.5564756080	2.0701963120	47.0596114400	8.6332360530
2.0939916720	20.2377192100	2.5636330930	2.0939916720	47.0553696600	8.6477499600
2.1177870320	20.1740024600	2.5732342960	2.1177870320	47.0488346100	8.6586809410
2.1415823910	20.1125350300	2.5807358400	2.1415823910	47.0422435800	8.6649004610
2.1653777510	20.0489904600	2.5788088890	2.1653777510	47.0381428300	8.6707155930
2.1891731110	20.0302773300	2.5877538040	2.1891731110	47.0341396500	8.6735033820
2.2129684710	19.9400325500	2.6078225210	2.2129684710	47.0290412200	8.6819963640
2.2367638310	19.9188990100	2.6106098010	2.2367638310	47.0310461900	8.6838810140
2.2605591910	19.8816425100	2.6185283020	2.2605591910	47.0268870500	8.6875094560
2.2843545510	19.8670931100	2.6191921290	2.2843545510	47.0263436100	8.6903497200
2.3081499110	19.8567125900	2.6186475080	2.3081499110	47.0267157300	8.6914124760
2.3319452710	19.8162921000	2.6243915870	2.3319452710	47.0223810700	8.6980518280
2.3557406310	19.7969366200	2.6264231440	2.3557406310	47.0251171500	8.6976249490
2.3795359900	19.7338687300	2.6334561440	2.3795359900	47.0236319600	8.7050709370
2.4033313500	19.7068586800	2.6385967200	2.4033313500	47.0231661800	8.7107915990
2.4271267100	19.6582891700	2.6510399200	2.4271267100	47.0258739700	8.7162858550
2.4509220700	19.6310860100	2.6550393260	2.4509220700	47.0259015200	8.7258822670
2.4747174300	19.6025303200	2.6571478720	2.4747174300	47.0265542600	8.7323162490
2.4985127900	19.5609129600	2.6637570260	2.4985127900	47.0263752700	8.7365405300
2.5223081500	19.5107937600	2.6708686770	2.5223081500	47.0242664200	8.7395533880
2.5461035100	19.4675703000	2.6722236740	2.5461035100	47.0224136600	8.7455781460
2.5698988700	19.4511599900	2.6721143460	2.5698988700	47.0240602400	8.7454981760
2.5936942300	19.3452393200	2.6915242280	2.5936942300	47.0188189600	8.7531535750
2.6174895900	19.2915395900	2.7017246010	2.6174895900	47.0160438500	8.7566373140
2.6412849490	19.1813559500	2.7118926000	2.6412849490	47.0129551300	8.7630234890
2.6650803090	19.1147473000	2.7176465960	2.6650803090	47.0108292200	8.7672865390
2.6888756690	19.0452521800	2.7256493960	2.6888756690	47.0117797900	8.7692512930
2.7126710290	18.9799957500	2.7373202270	2.7126710290	47.0100445700	8.7781969420
2.7364663890	18.9176703000	2.7472918480	2.7364663890	47.0093929600	8.7841756920
2.7602617490	18.8879703800	2.7483395990	2.7602617490	47.0021692400	8.7841805580
2.7840571090	18.8244835600	2.7536652120	2.7840571090	47.0036282700	8.7905470340
2.8078524690	18.6792155400	2.7708929840	2.8078524690	47.0014140700	8.8071550020
2.8316478290	18.6518011600	2.7726337870	2.8316478290	46.9950762900	8.8129465590
2.8554431890	18.5155648300	2.7855082510	2.8554431890	46.9903474200	8.8214937560
2.8792385480	18.4534127500	2.7989457740	2.8792385480	46.9862333800	8.8261840840
2.9030339080	18.3837733200	2.8147022400	2.9030339080	46.9830967000	8.8294700230
2.9268292680	18.3044036200	2.8249660030	2.9268292680	46.9811402000	8.8336276980
2.9506246280	18.2734225500	2.8277253610	2.9506246280	46.9802804500	8.8351408800
2.9744199880	18.2298979200	2.8317037790	2.9744199880	46.9808058700	8.8363894570
2.9982153480	18.0973783500	2.8421321250	2.9982153480	46.9753064200	8.8437922890
3.0220107080	18.0591623100	2.8486384960	3.0220107080	46.9745598900	8.8459633720
3.0458060680	17.9628441400	2.8610876840	3.0458060680	46.9724765600	8.8503394720
3.0696014280	17.8823320200	2.8780273970	3.0696014280	46.9719943500	8.8559393780
3.0933967880	17.7801148400	2.8896010710	3.0933967880	46.9701938200	8.8621777790
3.1171921480	17.6524041500	2.9087607790	3.1171921480	46.9648988100	8.8831856440
3.1409875070	17.5761305000	2.9219291500	3.1409875070	46.9603396800	8.8930019550
3.1647828670	17.5104247600	2.9359153640	3.1647828670	46.9584234300	8.8993486500
3.1885782270	17.4111628500	2.9505232730	3.1885782270	46.9570999100	8.9061155600
3.2123735870	17.3666364200	2.9556238340	3.2123735870	46.9577445700	8.9089843830
3.2361689470	17.2891580000	2.9592892500	3.2361689470	46.9551943700	8.9101370560
3.2599643070	17.2021450700	2.9745180800	3.2599643070	46.9521474300	8.9136665980
3.2837596670	17.1269714500	2.9876245870	3.2837596670	46.9407416200	8.9186739780
3.3075550270	17.0023617800	3.0015496090	3.3075550270	46.9330097300	8.9254678750
3.3313503870	16.9432934700	3.0114327820	3.3313503870	46.9264064400	8.9298734340
3.3551457470	16.8349704300	3.0408476510	3.3551457470	46.9192711800	8.9425675130
3.3789411060	16.8076289300	3.0400457750	3.3789411060	46.9192760900	8.9408104490
3.4027364660	16.7201656700	3.0487657520	3.4027364660	46.9186876100	8.9524963110
3.4265318260	16.7089001400	3.0480843720	3.4265318260	46.9075183700	8.9601994950
3.4503271860	16.7050517500	3.0487113200	3.4503271860	46.9104590600	8.9688367250
3.4741225460	16.6971998200	3.0508582130	3.4741225460	46.9077050400	8.9767020120
3.4979179060	16.7057144700	3.0503374050	3.4979179060	46.9084482100	8.9808549750
3.5217132660	16.7011695500	3.0498250190	3.5217132660	46.9084524800	8.9843208810
3.5455086260	16.6319870000	3.0535921400	3.5455086260	46.9074930900	8.9866967360
3.5693039860	16.6066354600	3.0631995660	3.5693039860	46.9087089900	8.9882709270
3.5930993460	16.5334606600	3.0714461110	3.5930993460	46.9038540100	8.9933328150
3.6168947060	16.4469869100	3.0785572450	3.6168947060	46.9052056300	8.9940839020
3.6406900650	16.4160514300	3.0783957420	3.6406900650	46.9063808700	8.9946763780
3.6644854250	16.3139882000	3.0828639940	3.6644854250	46.9060095600	8.9976640240
3.6882807850	16.1263164700	3.1112048990	3.6882807850	46.9022676500	9.0091840540
3.7120761450	15.9332780000	3.1404201760	3.7120761450	46.9000622200	9.0236378190
3.7358715050	15.9154758300	3.1080954970	3.7358715050	46.8881003500	9.0401674390
3.7596668650	15.7194178700	3.1153293550	3.7596668650	46.8829018700	9.0633100660
3.7834622250	15.6811815000	3.1265252150	3.7834622250	46.8787945000	9.0676980400
3.8072575850	15.5397574500	3.1423227950	3.8072575850	46.8748432500	9.0747010080
3.8310529450	15.4082681900	3.1590251040	3.8310529450	46.8650414500	9.0811563630
3.8548483050	15.3043951200	3.1664026020	3.8548483050	46.8593523900	9.0880692890
3.8786436640	15.2239399500	3.1675178350	3.8786436640	46.8526939100	9.0955241730
3.9024390240	15.2016448700	3.1631341960	3.9024390240	46.8505303500	9.1024434320
3.9262343840	15.1360366600	3.1824967850	3.9262343840	46.8252629900	9.1260518140
3.9500297440	15.1043760000	3.1852711300	3.9500297440	46.8193638600	9.1386460050
3.9738251040	15.0672964500	3.1805172790	3.9738251040	46.7999668500	9.1441959170
3.9976204640	15.0179409100	3.1769122820	3.9976204640	46.7900828000	9.1496205210
4.0214158240	14.9726829300	3.1880057140	4.0214158240	46.7932090200	9.1515662390
4.0452111840	14.9255261300	3.1923750340	4.0452111840	46.7940888900	9.1568642180
4.0690065440	14.8698490800	3.1955321840	4.0690065440	46.7916586400	9.1615113480
4.0928019040	14.8460530700	3.1945213070	4.0928019040	46.7922278500	9.1627243040
4.1165972640	14.7155078900	3.2034210460	4.1165972640	46.7965798800	9.1665752590
4.1403926230	14.5751018800	3.2194066890	4.1403926230	46.7958485700	9.1695321200
4.1641879830	14.2887606200	3.2481455380	4.1641879830	46.7839442600	9.1939960710
4.1879833430	14.2170298300	3.2650963700	4.1879833430	46.7824831400	9.1983753670
4.2117787030	14.0470179700	3.2605166200	4.2117787030	46.7474779300	9.2311907680
4.2355740630	13.9094846100	3.2621446650	4.2355740630	46.7343624900	9.2460717460
4.2593694230	13.7997241500	3.2729941590	4.2593694230	46.7336245000	9.2548389630
4.2831647830	13.7312418900	3.2828638670	4.2831647830	46.7325083600	9.2604506260
4.3069601430	13.6313523800	3.2933907610	4.3069601430	46.7287098800	9.2717209280
4.3307555030	13.5118907200	3.2979369060	4.3307555030	46.7039068900	9.2863120980
4.3545508630	13.3507683000	3.3142184900	4.3545508630	46.7101603300	9.3075371810
4.3783462220	13.2566998300	3.3329987640	4.3783462220	46.7132292600	9.3194182630
4.4021415820	13.0323329800	3.3533083000	4.4021415820	46.7071394800	9.3448972490
4.4259369420	12.9802421100	3.3612055810	4.4259369420	46.7030986300	9.3474803110
4.4497323020	12.8130533100	3.3780876040	4.4497323020	46.6675969200	9.3777061160
4.4735276620	12.7698508000	3.3810351390	4.4735276620	46.6692199600	9.3903071880
4.4973230220	12.6981713000	3.3802648260	4.4973230220	46.6650990900	9.4004130510
4.5211183820	12.6483305800	3.3720588310	4.5211183820	46.6698017200	9.4039404900
4.5449137420	12.4940887300	3.3919314390	4.5449137420	46.6641106200	9.4136757380
4.5687091020	12.3942078400	3.4014823630	4.5687091020	46.6712266500	9.4172072450
4.5925044620	12.2272808800	3.4110789550	4.5925044620	46.6721411700	9.4246387490
4.6162998220	12.1283956100	3.4206820870	4.6162998220	46.6670403600	9.4304495030
4.6400951810	12.0838702000	3.4290238040	4.6400951810	46.6560361200	9.4411743890
4.6638905410	12.1134575100	3.4391664380	4.6638905410	46.6346836100	9.4530624870
4.6876859010	12.1829740100	3.4188496590	4.6876859010	46.6301395700	9.4654492520
4.7114812610	12.1599950700	3.4175896820	4.7114812610	46.6223749000	9.4704562940
4.7352766210	12.0574708300	3.4325612720	4.7352766210	46.6280511200	9.4803260040
4.7590719810	11.9961477300	3.4322231690	4.7590719810	46.6284486400	9.4869985580
4.7828673410	11.9702475200	3.4383807220	4.7828673410	46.6244640600	9.4881914470
4.8066627010	11.8797488100	3.4485966440	4.8066627010	46.6186721600	9.4937972930
4.8304580610	11.6543750700	3.4595700240	4.8304580610	46.6152303300	9.5056820840
4.8542534210	11.5216393400	3.4828019060	4.8542534210	46.6102078200	9.5109182390
4.8780487800	11.4842672100	3.4818575800	4.8780487800	46.6080924500	9.5113990130
4.9018441400	11.3592415000	3.4965700790	4.9018441400	46.6091378800	9.5203790810
4.9256395000	11.2382248300	3.5116862110	4.9256395000	46.6043966100	9.5324229870
4.9494348600	11.0677405000	3.5043950920	4.9494348600	46.5882621400	9.5581269150
4.9732302200	11.0112298000	3.4936365420	4.9732302200	46.5967626100	9.5606897660
4.9970255800	10.7577178100	3.5032257670	4.9970255800	46.5818521300	9.5808336570
5.0208209400	10.6133989600	3.5205245120	5.0208209400	46.5603892800	9.5882735980
5.0446163000	10.4624253300	3.5464077900	5.0446163000	46.5580565500	9.5924382730
5.0684116600	10.2520485000	3.5608074890	5.0684116600	46.5480245600	9.6054710310
5.0922070200	9.9945997130	3.5841833160	5.0922070200	46.5344781700	9.6271091910
5.1160023800	9.9024849900	3.6070582840	5.1160023800	46.5375886100	9.6353554290
5.1397977390	9.8294850320	3.6229926780	5.1397977390	46.5374355000	9.6448807830
5.1635930990	9.7655096360	3.6263099300	5.1635930990	46.5381905600	9.6490262750
5.1873884590	9.7163824900	3.6360549290	5.1873884590	46.5345237000	9.6567177620
5.2111838190	9.6814948800	3.6491191110	5.2111838190	46.5427033400	9.6592855220
5.2349791790	9.6669896330	3.6566840250	5.2349791790	46.5483501000	9.6614451350
5.2587745390	9.6469770050	3.6580255250	5.2587745390	46.5475602000	9.6661919120
5.2825698990	9.5932716420	3.6637339040	5.2825698990	46.5398025700	9.6734374120
5.3063652590	9.5469529650	3.6687276380	5.3063652590	46.5336891800	9.6809720480
5.3301606190	9.5244929130	3.6746774710	5.3301606190	46.5360491900	9.6794358140
5.3539559790	9.4231929170	3.6849061780	5.3539559790	46.4983153500	9.7023459030
5.3777513380	9.3555306650	3.6911872260	5.3777513380	46.4952595500	9.7105965440
5.4015466980	9.2636070970	3.7024696140	5.4015466980	46.4903856100	9.7186290390
5.4253420580	9.2393937280	3.7204591930	5.4253420580	46.4881708000	9.7234724060
5.4491374180	9.2099173100	3.7265214060	5.4491374180	46.4838625400	9.7283070380
5.4729327780	9.1927026220	3.7316751680	5.4729327780	46.4811626000	9.7328581140
5.4967281380	9.1923257510	3.7267522430	5.4967281380	46.4824807300	9.7364958490
5.5205234980	9.1664471240	3.7320054080	5.5205234980	46.4819457000	9.7382849050
5.5443188580	9.1601397250	3.7309225590	5.5443188580	46.4819805800	9.7408370640
5.5681142180	9.1433913740	3.7371381150	5.5681142180	46.4737160200	9.7445198400
5.5919095780	9.1274261420	3.7370503900	5.5919095780	46.4784051600	9.7449312610
5.6157049380	9.1171576230	3.7357391040	5.6157049380	46.4789980700	9.7446414570
5.6395002970	9.1156104650	3.7361857760	5.6395002970	46.4743323500	9.7466623580
5.6632956570	9.1223278400	3.7388427260	5.6632956570	46.4714550000	9.7521184450
5.6870910170	9.1231579840	3.7387440910	5.6870910170	46.4765525200	9.7493556870
5.7108863770	9.1248861320	3.7380722940	5.7108863770	46.4767995200	9.7493484580
5.7346817370	9.1052281290	3.7422647140	5.7346817370	46.4576799800	9.7621829290
5.7584770970	9.1007174690	3.7406493030	5.7584770970	46.4489664700	9.7661826830
5.7822724570	9.1188235530	3.7414339350	5.7822724570	46.4409360500	9.7679003410
5.8060678170	9.1270711910	3.7410640830	5.8060678170	46.4326092400	9.7685694640
5.8298631770	9.1240366280	3.7384872260	5.8298631770	46.4190674200	9.7797892280
5.8536585370	9.1204265430	3.7353806200	5.8536585370	46.4120321000	9.7814887830
5.8774538960	9.1319854260	3.7349290240	5.8774538960	46.4163770600	9.7868050140
5.9012492560	9.1175299500	3.7366020480	5.9012492560	46.4081690600	9.7967913560
5.9250446160	9.1206108950	3.7352958980	5.9250446160	46.4075172700	9.8002588220
5.9488399760	9.1315243130	3.7343114500	5.9488399760	46.3978208000	9.8088762180
5.9726353360	9.1247677050	3.7331065260	5.9726353360	46.4013966200	9.8111124470
5.9964306960	9.1284266620	3.7347376290	5.9964306960	46.3999442800	9.8139946200
6.0202260560	9.1331791320	3.7327752600	6.0202260560	46.3988757100	9.8182934320
6.0440214160	9.1412985030	3.7321489500	6.0440214160	46.4006236100	9.8207804750
6.0678167760	9.2030055030	3.7291153220	6.0678167760	46.4048260600	9.8236038760
6.0916121360	9.2246965510	3.7286001230	6.0916121360	46.4090840200	9.8233793170
6.1154074960	9.2438340130	3.7308477750	6.1154074960	46.4103096500	9.8218369700
6.1392028550	9.3835751480	3.7290980580	6.1392028550	46.4131119500	9.8232542850
6.1629982150	9.4666424880	3.7136161630	6.1629982150	46.4116860200	9.8254074940
6.1867935750	9.6387218430	3.6791211090	6.1867935750	46.4137037700	9.8251867420
6.2105889350	9.7681491550	3.6707709290	6.2105889350	46.4122131600	9.8273612960
6.2343842950	9.9193478750	3.6357222960	6.2343842950	46.4141285500	9.8238825530
6.2581796550	10.2018481900	3.6171635900	6.2581796550	46.4118500900	9.8208774280
6.2819750150	10.5217844600	3.6059527560	6.2819750150	46.4188046000	9.8162151180
6.3057703750	11.0308487400	3.5526427330	6.3057703750	46.4213721200	9.8087128520
6.3295657350	11.4269625900	3.5501229330	6.3295657350	46.4222836800	9.8017605380
6.3533610950	12.2188973900	3.5263153460	6.3533610950	46.3964303200	9.7679892790
			6.3771564540	46.3955083100	9.6674423020
			6.4009518140	46.4093719100	9.5189455490
			6.4247471740	46.4453153900	9.3772998680
			6.4485425340	46.4564276900	9.3135240310
			6.4723378940	46.4560885300	9.2941291380
			6.4961332540	46.4476331500	9.2016301060
			6.5199286140	46.4112415100	9.1183125180
			6.5437239740	46.5496701500	9.0522910960
			6.5675193340	46.5692690500	9.0314544220
			6.5913146940	46.5862664200	9.0118921870
			6.6151100540	46.6076540800	8.9524150950
			6.6389054130	46.6752314900	8.8595153220
			6.6627007730	46.7002180100	8.8023250520
			6.6864961330	46.6918934200	8.7962571910
			6.7102914930	46.6817513700	8.7404633360
			6.7340868530	46.6980148000	8.6932892750
			6.7578822130	46.7247794800	8.6326311540
			6.7816775730	46.7371462500	8.6095516300
			6.8054729330	46.7330967200	8.5978016050
			6.8292682930	46.7173104500	8.5897198050
			6.8530636530	46.6997652600	8.5874312170
			6.8768590120	46.6912825400	8.5774124910
			6.9006543720	46.7114096900	8.5476622220
			6.9244497320	46.7240509300	8.4929688990
			6.9482450920	46.7240029500	8.4852207130
			6.9720404520	46.7300695500	8.4700019360
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
