GMfasBest1MMM			GMext		
			6.3182933170	49.6999607000	14.1935922700
			6.3368765330	49.6958230800	14.1968154600
			6.3554597490	49.6936115300	14.1973924900
			6.3740429640	49.6867793400	14.1991182700
			6.3926261800	49.6885971400	14.1975757300
			6.4112093960	49.6918682400	14.1958260000
			6.4297926110	49.6857748600	14.1980140000
			6.4483758270	49.6818295900	14.2010723500
			6.4669590430	49.6809190200	14.2014743600
			6.4855422580	49.6794619500	14.2007156700
			6.5041254740	49.6840429000	14.1973232900
			6.5227086900	49.6834474500	14.1966421900
			6.5412919050	49.6820708400	14.1965259900
			6.5598751210	49.6788649700	14.1915149000
			6.5784583360	49.6757762000	14.1785721400
			6.5970415520	49.6612297500	14.1641090200
			6.6156247680	49.6543587000	14.1500835900
			6.6342079830	49.6493851900	14.1448518000
			6.6527911990	49.6476329700	14.1339634300
			6.6713744150	49.6417724800	14.1216805500
			6.6899576300	49.6275001200	14.0763328800
			6.7085408460	49.6032691800	14.0668394100
			6.7271240620	49.5852702000	14.0602966200
			6.7457072770	49.5736937700	14.0529004300
			6.7642904930	49.5727869500	14.0093857500
			6.7828737080	49.5691326300	13.9656665100
			6.8014569240	49.5572841500	13.9331112800
			6.8200401400	49.5567179300	13.9039655500
			6.8386233550	49.5466610900	13.8635838900
			6.8572065710	49.5472252700	13.8460946200
			6.8757897870	49.5503471700	13.8053184000
			6.8943730020	49.5032860900	13.7776861000
			6.9129562180	49.4677270400	13.7549653100
			6.9315394340	49.4000786200	13.7556938100
			6.9501226490	49.3720084000	13.7233074900
			6.9687058650	49.3801760500	13.6993965100
			6.9872890810	49.3802982100	13.6754646700
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
