CALbump			CALskin		
2.086438152000	19.991117080000	6.642068120000	2.086438152	-9.43381614	14.7556602
2.146050671000	19.968815360000	6.632766437000	2.146050671	-9.433257917	14.75562015
2.205663189000	19.956743220000	6.624484798000	2.205663189	-9.425552788	14.75513249
2.265275708000	19.962269350000	6.627849314000	2.265275708	-9.425056893	14.75596757
2.324888227000	20.001526110000	6.633987352000	2.324888227	-9.423581248	14.75678061
2.384500745000	20.113382510000	6.666642416000	2.384500745	-9.416205578	14.75775107
2.444113264000	20.163789220000	6.696098267000	2.444113264	-9.413813917	14.75711927
2.503725782000	20.179314150000	6.699339388000	2.503725782	-9.409742068	14.75710957
2.563338301000	20.246117140000	6.713390773000	2.563338301	-9.40929877	14.75631297
2.622950820000	20.279061700000	6.725122824000	2.62295082	-9.399831134	14.75683576
2.682563338000	20.322428270000	6.744480149000	2.682563338	-9.416893649	14.75536801
2.742175857000	20.370959640000	6.763440705000	2.742175857	-9.418199456	14.75438339
2.801788376000	20.453772230000	6.779488067000	2.801788376	-9.412957253	14.75512408
2.861400894000	20.572228600000	6.793845057000	2.861400894	-9.430643586	14.75351972
2.921013413000	20.711114390000	6.838247358000	2.921013413	-9.411912873	14.75153832
2.980625931000	20.762658670000	6.852401191000	2.980625931	-9.425147803	14.75157444
3.040238450000	20.780078540000	6.858559555000	3.04023845	-9.359250752	14.75121409
3.099850969000	20.803393560000	6.871290954000	3.099850969	-9.336111903	14.75169536
3.159463487000	20.800091110000	6.880975960000	3.159463487	-9.329743958	14.75170463
3.219076006000	20.901001430000	6.904447152000	3.219076006	-9.320567613	14.75613155
3.278688525000	20.992376580000	6.922405051000	3.278688525	-9.301160603	14.75061677
3.338301043000	21.021294560000	6.930830036000	3.338301043	-9.270823956	14.74797166
3.397913562000	21.073764660000	6.944452003000	3.397913562	-9.256746673	14.74585328
3.457526080000	21.126131170000	6.951562007000	3.45752608	-9.257473385	14.74667786
3.517138599000	21.282130790000	6.980230356000	3.517138599	-9.237515417	14.74865267
3.576751118000	21.332602420000	6.993253815000	3.576751118	-9.194037745	14.74887021
3.636363636000	21.338497750000	6.989309088000	3.636363636	-9.178887964	14.74998748
3.695976155000	21.329291650000	6.990588309000	3.695976155	-9.177197451	14.75095463
3.755588674000	21.320988790000	6.990714762000	3.755588674	-9.178131668	14.75090837
3.815201192000	21.305523830000	6.994182223000	3.815201192	-9.182011142	14.7512197
3.874813711000	21.303895100000	6.993944511000	3.874813711	-9.185624319	14.7514795
3.934426230000	21.312555900000	6.995659193000	3.93442623	-9.203797177	14.75237218
3.994038748000	21.321266130000	6.994114873000	3.994038748	-9.20301923	14.75210792
4.053651267000	21.318452480000	6.994054262000	4.053651267	-9.199567418	14.75148804
4.113263785000	21.319892980000	6.994284525000	4.113263785	-9.207199584	14.75220491
4.172876304000	21.312706130000	6.994464532000	4.172876304	-9.211590813	14.75074939
4.232488823000	21.310294410000	6.994875403000	4.232488823	-9.209839368	14.7524937
4.292101341000	21.311528370000	6.994941664000	4.292101341	-9.207862781	14.75103422
4.351713860000	21.315552190000	6.997276551000	4.35171386	-9.209601656	14.75026755
4.411326379000	21.325389840000	6.998407517000	4.411326379	-9.210597306	14.74827141
4.470938897000	21.318805280000	6.998939601000	4.470938897	-9.20993771	14.74813621
4.530551416000	21.334525700000	7.000478300000	4.530551416	-9.213432426	14.74867578
4.590163934000	21.313120370000	7.002389902000	4.590163934	-9.211225365	14.74891924
4.649776453000	21.293106410000	7.003252142000	4.649776453	-9.213100511	14.74887039
4.709388972000	21.278804640000	6.999658128000	4.709388972	-9.214700045	14.75008082
4.769001490000	21.211247200000	6.993418549000	4.76900149	-9.210525016	14.74986699
4.828614009000	21.188396530000	6.991759776000	4.828614009	-9.206438824	14.75072609
4.888226528000	21.176661340000	6.988561374000	4.888226528	-9.207199079	14.75172033
4.947839046000	21.146886890000	6.984677638000	4.947839046	-9.21097799	14.75107873
5.007451565000	21.115776700000	6.978791812000	5.007451565	-9.210740911	14.75191495
5.067064083000	21.101633980000	6.984407202000	5.067064083	-9.208908218	14.75154911
5.126676602000	21.109932670000	6.991656974000	5.126676602	-9.208845156	14.75160588
5.186289121000	21.094069480000	6.991573367000	5.186289121	-9.20646288	14.75293972
5.245901639000	21.038001080000	6.987568790000	5.245901639	-9.210139345	14.75237177
5.305514158000	21.009100070000	6.983233992000	5.305514158	-9.208885223	14.75298756
5.365126677000	21.017116350000	6.988609794000	5.365126677	-9.211635397	14.75308513
5.424739195000	21.020899590000	6.985978547000	5.424739195	-9.205799192	14.75418
5.484351714000	21.014279410000	6.986520954000	5.484351714	-9.206506907	14.75385066
5.543964232000	20.995565760000	6.988370278000	5.543964232	-9.205195124	14.75355598
5.603576751000	20.979868590000	6.973968308000	5.603576751	-9.201184855	14.75382382
5.663189270000	20.984112090000	6.985193711000	5.66318927	-9.207945824	14.75415637
5.722801788000	20.992994160000	6.989851057000	5.722801788	-9.200713819	14.75396343
5.782414307000	20.966457930000	6.987211617000	5.782414307	-9.199925247	14.75307589
5.842026826000	20.869306420000	6.961547716000	5.842026826	-9.203769597	14.75311976
5.901639344000	20.843851740000	6.940948295000	5.901639344	-9.204261531	14.75316751
5.961251863000	20.845116660000	6.933485155000	5.961251863	-9.206417314	14.75449604
6.020864382000	20.837645830000	6.931092417000	6.020864382	-9.204453285	14.75328916
6.080476900000	20.756575690000	6.922858161000	6.0804769	-9.205806344	14.75422754
6.140089419000	20.718170700000	6.917253485000	6.140089419	-9.20715728	14.75554595
6.199701937000	20.672541270000	6.891769500000	6.199701937	-9.204549198	14.75541821
6.259314456000	20.613144540000	6.872381416000	6.259314456	-9.206532738	14.75594644
6.318926975000	20.591871560000	6.863593658000	6.318926975	-9.205608941	14.75659771
6.378539493000	20.564500130000	6.860218227000	6.378539493	-9.209056906	14.7567677
6.438152012000	20.540862150000	6.852017186000	6.438152012	-9.202445841	14.75742766
6.497764531000	20.548364370000	6.853967907000	6.497764531	-9.202442849	14.75735292
6.557377049000	20.550364800000	6.854354119000	6.557377049	-9.206804664	14.75816738
6.616989568000	20.476797490000	6.844638483000	6.616989568	-9.195675431	14.75855708
6.676602086000	20.407254380000	6.831706244000	6.676602086	-9.199841871	14.75773659
6.736214605000	20.281215880000	6.782775231000	6.736214605	-9.199996714	14.75875076
6.795827124000	20.229003730000	6.767172451000	6.795827124	-9.206770974	14.75714345
6.855439642000	20.229602600000	6.767768658000	6.855439642	-9.218750853	14.75379669
6.915052161000	20.158759170000	6.761038351000	6.915052161	-9.225148392	14.75330656
6.974664680000	20.149569000000	6.762991137000	6.97466468	-9.227527547	14.74938675
7.034277198000	20.121638590000	6.757234833000	7.034277198	-9.212189078	14.74888028
7.093889717000	20.116312220000	6.762624058000	7.093889717	-9.211279461	14.746299
7.153502235000	20.067740960000	6.748731864000	7.153502235	-9.212617675	14.74591518
7.213114754000	19.989752820000	6.729947216000	7.213114754	-9.217667963	14.74605757
7.272727273000	19.942906960000	6.710659213000	7.272727273	-9.231599856	14.74728305
7.332339791000	19.896480460000	6.703574017000	7.332339791	-9.265737527	14.74467088
7.391952310000	19.812230810000	6.691609887000	7.39195231	-9.317620062	14.74704472
7.451564829000	19.773732160000	6.671867187000	7.451564829	-9.337412536	14.74546465
7.511177347000	19.797076450000	6.685169375000	7.511177347	-9.333124526	14.7450163
7.570789866000	19.870650760000	6.700227611000	7.570789866	-9.346943431	14.74619402
7.630402385000	19.886998970000	6.702449701000	7.630402385	-9.349696993	14.74624155
7.690014903000	19.880832500000	6.704558382000	7.690014903	-9.351600359	14.74568618
7.749627422000	19.861502530000	6.701509504000	7.749627422	-9.354696681	14.74630608
7.809239940000	19.805031840000	6.675446917000	7.80923994	-9.360445675	14.74654582
7.868852459000	19.804297260000	6.677183233000	7.868852459	-9.362730411	14.74696094
7.928464978000	19.799518770000	6.673483158000	7.928464978	-9.362857874	14.74701068
7.988077496000	19.802681720000	6.662265699000	7.988077496	-9.366258786	14.74742266
8.047690015000	19.800184860000	6.655220162000	8.047690015	-9.362486631	14.74706524
8.107302534000	19.799440680000	6.644400008000	8.107302534	-9.364740635	14.74582818
8.166915052000	19.804931190000	6.642188287000	8.166915052	-9.361909421	14.74606
8.226527571000	19.802426470000	6.637982521000	8.226527571	-9.367336761	14.74620869
8.286140089000	19.792953000000	6.632039514000	8.286140089	-9.366056619	14.74606689
8.345752608000	19.768424940000	6.625322391000	8.345752608	-9.365158196	14.74570365
8.405365127000	19.724224200000	6.618868861000	8.405365127	-9.366943537	14.74498532
8.464977645000	19.736901340000	6.619171456000	8.464977645	-9.364482195	14.7449819
8.524590164000	19.799984220000	6.621035845000	8.524590164	-9.360068407	14.74592423
8.584202683000	19.865251300000	6.632315354000	8.584202683	-9.359046627	14.74533357
8.643815201000	19.907545400000	6.638841056000	8.643815201	-9.357907724	14.74497952
8.703427720000	19.931851260000	6.636560316000	8.70342772	-9.358765744	14.74448119
8.763040238000	19.965261710000	6.637244622000	8.763040238	-9.3533794	14.74392589
8.822652757000	20.007453660000	6.644750683000	8.822652757	-9.351553333	14.74468868
8.882265276000	20.053633320000	6.655023031000	8.882265276	-9.352849766	14.74453001
8.941877794000	20.116364220000	6.680336409000	8.941877794	-9.358329039	14.74405992
9.001490313000	20.145149450000	6.689767371000	9.001490313	-9.355914124	14.74428069
9.061102832000	20.171372340000	6.691459549000	9.061102832	-9.358196653	14.74510738
9.120715350000	20.193692240000	6.697318975000	9.12071535	-9.364601571	14.74490354
9.180327869000	20.200107870000	6.698002726000	9.180327869	-9.359477343	14.74458968
9.239940387000	20.207854400000	6.696237331000	9.239940387	-9.360792522	14.74523644
9.299552906000	20.217206520000	6.696330843000	9.299552906	-9.364796433	14.74452558
9.359165425000	20.210554660000	6.696420200000	9.359165425	-9.362931124	14.74518448
9.418777943000	20.219441840000	6.695587369000	9.418777943	-9.361000742	14.74520849
9.478390462000	20.224175150000	6.696957240000	9.478390462	-9.363481195	14.74548701
9.538002981000	20.279242540000	6.699805723000	9.538002981	-9.36028933	14.7454297
9.597615499000	20.305796950000	6.701804947000	9.597615499	-9.35917965	14.74564603
9.657228018000	20.341609980000	6.703395810000	9.657228018	-9.358855611	14.7457097
9.716840537000	20.350867890000	6.702377960000	9.716840537	-9.355319821	14.74564514
9.776453055000	20.396144660000	6.708611568000	9.776453055	-9.351397874	14.74562786
9.836065574000	20.452653430000	6.710713035000	9.836065574	-9.351832913	14.74542485
9.895678092000	20.474400020000	6.708964218000	9.895678092	-9.353958416	14.74601983
9.955290611000	20.493303960000	6.710120863000	9.955290611	-9.351396265	14.74696719
10.014903130000	20.537443840000	6.722294422000	10.01490313	-9.35030622	14.74821837
10.074515650000	20.569799910000	6.724232230000	10.07451565	-9.353022942	14.74776223
10.134128170000	20.576599030000	6.720543069000	10.13412817	-9.356587098	14.74785805
10.193740690000	20.590381850000	6.715563276000	10.19374069	-9.358739189	14.74726824
10.253353200000	20.584055880000	6.711308694000	10.2533532	-9.361979782	14.74756983
10.312965720000	20.617058890000	6.714477973000	10.31296572	-9.361017661	14.74713875
10.372578240000	20.650969600000	6.715574457000	10.37257824	-9.363196794	14.74627668
10.432190760000	20.647638990000	6.713566990000	10.43219076	-9.361838533	14.74583708
10.491803280000	20.674611060000	6.712951748000	10.49180328	-9.366353136	14.74507495
10.551415800000	20.727156550000	6.716281105000	10.5514158	-9.367410799	14.74413406
10.611028320000	20.790970980000	6.723147586000	10.61102832	-9.37181046	14.74181068
10.670640830000	20.864387070000	6.758217299000	10.67064083	-9.377431715	14.73893417
10.730253350000	20.945243880000	6.778073143000	10.73025335	-9.382539151	14.7367195
10.789865870000	20.975747200000	6.780638530000	10.78986587	-9.376736145	14.73627078
10.849478390000	21.010050190000	6.780729090000	10.84947839	-9.381355943	14.73699595
10.909090910000	21.067389020000	6.787232611000	10.90909091	-9.367850244	14.73940528
10.968703430000	21.090104220000	6.792960043000	10.96870343	-9.362171606	14.73977417
11.028315950000	21.133372730000	6.812314362000	11.02831595	-9.353940414	14.74071215
11.087928460000	21.246560250000	6.836502757000	11.08792846	-9.336740601	14.74156745
11.147540980000	21.293386590000	6.846433220000	11.14754098	-9.327297042	14.74178172
11.207153500000	21.323234280000	6.852488739000	11.2071535	-9.326700996	14.74200549
11.266766020000	21.370723880000	6.856607477000	11.26676602	-9.308951063	14.73505626
11.326378540000	21.451974150000	6.868150168000	11.32637854	-9.295701404	14.73450065
11.385991060000	21.459939350000	6.869847175000	11.38599106	-9.26975958	14.73520646
11.445603580000	21.455366280000	6.865077071000	11.44560358	-9.248358899	14.73709042
11.505216100000	21.453378880000	6.864084292000	11.5052161	-9.23054458	14.73862672
11.564828610000	21.452138040000	6.862369273000	11.56482861	-9.229908367	14.74011738
11.624441130000	21.449907890000	6.859780080000	11.62444113	-9.233025499	14.7399935
11.684053650000	21.450687520000	6.860147929000	11.68405365	-9.234058833	14.74123703
11.743666170000	21.458535710000	6.857259127000	11.74366617	-9.230540835	14.74167823
11.803278690000	21.478581420000	6.858317055000	11.80327869	-9.22098431	14.73838947
11.862891210000	21.477207610000	6.858004058000	11.86289121	-9.198484507	14.73877067
11.922503730000	21.480376240000	6.860541221000	11.92250373	-9.188932174	14.737945
11.982116240000	21.481315450000	6.861137937000	11.98211624	-9.184264992	14.73909229
12.041728760000	21.513734420000	6.866994507000	12.04172876	-9.170707291	14.73874841
12.101341280000	21.573091250000	6.873966634000	12.10134128	-9.149796922	14.73692995
12.160953800000	21.621860450000	6.882792792000	12.1609538	-9.115933855	14.73671898
12.220566320000	21.661436350000	6.893276352000	12.22056632	-9.080569135	14.73710668
12.280178840000	21.668464990000	6.900757809000	12.28017884	-9.064844359	14.74143619
12.339791360000	21.653759680000	6.916443220000	12.33979136	-9.070593013	14.74290674
12.399403870000	21.616243200000	6.919801888000	12.39940387	-9.075352461	14.7446089
12.459016390000	21.563200430000	6.917962397000	12.45901639	-9.08363155	14.74242229
12.518628910000	21.504558980000	6.909220825000	12.51862891	-9.081517202	14.7432405
12.578241430000	21.492349210000	6.916225082000	12.57824143	-9.095462631	14.74138924
12.637853950000	21.454438860000	6.914050041000	12.63785395	-9.096109331	14.74175635
12.697466470000	21.473691410000	6.920731378000	12.69746647	-9.094329319	14.74261488
12.757078990000	21.505404650000	6.932402409000	12.75707899	-9.091565162	14.74402569
12.816691510000	21.490465190000	6.942686148000	12.81669151	-9.093074613	14.74195214
12.876304020000	21.447002510000	6.930392563000	12.87630402	-9.087311544	14.7415887
12.935916540000	21.442286280000	6.932257543000	12.93591654	-9.084882441	14.74255227
12.995529060000	21.375857670000	6.924863348000	12.99552906	-9.08946539	14.74197641
13.055141580000	21.348282080000	6.921923922000	13.05514158	-9.08277042	14.74325506
13.114754100000	21.335042420000	6.922654367000	13.1147541	-9.089905974	14.74337577
13.174366620000	21.310823840000	6.918896503000	13.17436662	-9.087461999	14.74369255
13.233979140000	21.294119360000	6.916578995000	13.23397914	-9.090804622	14.74698622
13.293591650000	21.293021500000	6.918613173000	13.29359165	-9.095312237	14.74475533
13.353204170000	21.295189090000	6.922730070000	13.35320417	-9.094071795	14.74975466
13.412816690000	21.299147830000	6.924337260000	13.41281669	-9.087443503	14.75044973
13.472429210000	21.285394340000	6.924275321000	13.47242921	-9.092637905	14.7489941
13.532041730000	21.273259900000	6.920736791000	13.53204173	-9.095984589	14.74938669
13.591654250000	21.240057080000	6.916524764000	13.59165425	-9.106744746	14.75102141
13.651266770000	21.224852810000	6.918859113000	13.65126677	-9.126023243	14.75277083
13.710879280000	21.201781230000	6.917526080000	13.71087928	-9.137187214	14.76137551
13.770491800000	21.207072450000	6.922008499000	13.7704918	-9.126563945	14.75366208
13.830104320000	21.175380540000	6.916496012000	13.83010432	-9.143941643	14.75247927
13.889716840000	21.055260220000	6.885348656000	13.88971684	-9.127739633	14.74833526
13.949329360000	21.015882290000	6.862856654000	13.94932936	-9.129651315	14.74644853
14.008941880000	20.994000980000	6.855938829000	14.00894188	-9.123474266	14.74622682
14.068554400000	20.984809770000	6.856391835000	14.0685544	-9.114084943	14.74463034
14.128166920000	20.982959410000	6.856593818000	14.12816692	-9.119433271	14.74338798
14.187779430000	20.964589950000	6.856077251000	14.18777943	-9.150201287	14.74306549
14.247391950000	20.931811980000	6.852189695000	14.24739195	-9.189598367	14.74323138
14.307004470000	20.882044500000	6.850222926000	14.30700447	-9.189556316	14.74466321
14.366616990000	20.880134860000	6.846208958000	14.36661699	-9.112134318	14.74715834
			14.42622951	-9.189535385	12.88322222
