CALbump			CALext2		
5.245901639	12.66577798	7.38054572	5.245901639	-10.55398819	14.78278961
5.305514158	12.66862802	7.379296607	5.305514158	-10.5525449	14.78271854
5.365126677	12.66820654	7.376912857	5.365126677	-10.55109895	14.7827033
5.424739195	12.67177603	7.377459129	5.424739195	-10.55332182	14.782714
5.484351714	12.6732798	7.375242389	5.484351714	-10.55189695	14.78233349
5.543964232	12.65227033	7.378449324	5.543964232	-10.55257067	14.78288757
5.603576751	12.600246	7.379846898	5.603576751	-10.5526405	14.78279198
5.66318927	12.56062569	7.387144007	5.66318927	-10.55317903	14.78279516
5.722801788	12.52598085	7.389269484	5.722801788	-10.55286164	14.78272225
5.782414307	12.51500795	7.395831056	5.782414307	-10.55474014	14.78239578
5.842026826	12.50769731	7.400087619	5.842026826	-10.55320304	14.78228643
5.901639344	12.4915225	7.397965618	5.901639344	-10.55423728	14.78231648
5.961251863	12.49895815	7.391419923	5.961251863	-10.55226632	14.78224344
6.020864382	12.49959229	7.392215991	6.020864382	-10.55304773	14.78250897
6.0804769	12.50207093	7.385109877	6.0804769	-10.5496961	14.78209173
6.140089419	12.50008181	7.382210963	6.140089419	-10.55248627	14.78198013
6.199701937	12.50289908	7.379032398	6.199701937	-10.55194093	14.78241923
6.259314456	12.50272529	7.377969729	6.259314456	-10.55348559	14.78214332
6.318926975	12.49002039	7.380060749	6.318926975	-10.55247052	14.7818848
6.378539493	12.45907997	7.384053674	6.378539493	-10.55422229	14.7824858
6.438152012	12.44131028	7.378817711	6.438152012	-10.55251996	14.7823763
6.497764531	12.43401643	7.380173212	6.497764531	-10.55381429	14.78245602
6.557377049	12.43795084	7.376660526	6.557377049	-10.55269662	14.78248191
6.616989568	12.43645009	7.374789813	6.616989568	-10.55036668	14.78264114
6.676602086	12.43388439	7.374018041	6.676602086	-10.54990042	14.78226608
6.736214605	12.4088073	7.368001512	6.736214605	-10.55008083	14.78245813
6.795827124	12.39132408	7.372345893	6.795827124	-10.54834224	14.78234677
6.855439642	12.38214737	7.372723208	6.855439642	-10.55030243	14.78258377
6.915052161	12.38383887	7.368573001	6.915052161	-10.55479829	14.78353604
6.97466468	12.46168098	7.323488685	6.97466468	-10.55309712	14.78453207
7.034277198	12.43033067	7.315915434	7.034277198	-10.54863538	14.78400933
7.093889717	12.3922478	7.311670584	7.093889717	-10.55359027	14.78366121
7.153502235	12.38529181	7.304061491	7.153502235	-10.56173272	14.78370472
7.213114754	12.36988927	7.29906048	7.213114754	-10.55856146	14.78267639
7.272727273	12.34491356	7.285601286	7.272727273	-10.55479581	14.78162377
7.332339791	12.295035	7.27432293	7.332339791	-10.55327811	14.78144463
7.39195231	12.24889447	7.293784102	7.39195231	-10.54742278	14.78152824
7.451564829	12.21461788	7.289118356	7.451564829	-10.54438766	14.78087317
7.511177347	12.20834821	7.286290955	7.511177347	-10.53551144	14.7841608
7.570789866	12.16166848	7.291056085	7.570789866	-10.51759761	14.78513026
7.630402385	12.11869912	7.280657719	7.630402385	-10.56715023	14.78282528
7.690014903	12.09068865	7.299097276	7.690014903	-10.67976685	14.78144922
7.749627422	12.07321342	7.301326257	7.749627422	-10.74121813	14.77950494
7.80923994	12.04721113	7.297791208	7.80923994	-10.74866155	14.77873617
7.868852459	12.01536398	7.300221687	7.868852459	-10.84588336	14.77981359
7.928464978	11.98833655	7.30372607	7.928464978	-10.87173814	14.77975007
7.988077496	11.94879257	7.305186275	7.988077496	-10.91376574	14.77929191
8.047690015	11.92030646	7.30544974	8.047690015	-10.95875989	14.77875059
8.107302534	11.8943284	7.304547551	8.107302534	-11.06153718	14.77865544
8.166915052	11.85153709	7.304463068	8.166915052	-11.1528173	14.78127764
8.226527571	11.79667671	7.30652082	8.226527571	-11.27046964	14.78353186
8.286140089	11.73657685	7.304843422	8.286140089	-11.45046032	14.78187762
8.345752608	11.65785359	7.307108564	8.345752608	-11.55485859	14.77975482
8.405365127	11.64217161	7.301715548	8.405365127	-11.58417187	14.7799816
8.464977645	11.64530045	7.300594679	8.464977645	-11.61421528	14.78109906
8.524590164	11.63097292	7.301562228	8.524590164	-11.71061493	14.78148156
8.584202683	11.61919572	7.30346903	8.584202683	-11.76954654	14.7807483
8.643815201	11.60319838	7.30755772	8.643815201	-11.80178859	14.77906246
8.70342772	11.59211147	7.307858742	8.70342772	-11.81965734	14.77942814
8.763040238	11.55783092	7.307435804	8.763040238	-11.82573519	14.77933527
8.822652757	11.55515878	7.305053065	8.822652757	-11.84180601	14.77799639
8.882265276	11.54765286	7.304811986	8.882265276	-11.8752376	14.77842232
8.941877794	11.54854326	7.305390784	8.941877794	-11.89012328	14.77919901
9.001490313	11.54286456	7.301652848	9.001490313	-11.88615217	14.77918165
9.061102832	11.53468639	7.303356609	9.061102832	-11.89097227	14.77948653
9.12071535	11.52820905	7.30408967	9.12071535	-11.8924014	14.77943857
9.180327869	11.53070828	7.303882683	9.180327869	-11.89875789	14.77890644
9.239940387	11.54001331	7.304085445	9.239940387	-11.90634896	14.77879594
9.299552906	11.54022368	7.303863255	9.299552906	-11.93519189	14.77912953
9.359165425	11.53766338	7.304054087	9.359165425	-11.94556571	14.77955021
9.418777943	11.55277085	7.29952866	9.418777943	-11.94764742	14.77939048
9.478390462	11.59332125	7.292578967	9.478390462	-11.94466827	14.77935732
9.538002981	11.62388012	7.285032325	9.538002981	-11.94394677	14.77941924
9.597615499	11.61912255	7.290727398	9.597615499	-11.94117454	14.77947712
9.657228018	11.62339113	7.295405285	9.657228018	-11.9404081	14.77944959
9.716840537	11.625857	7.29949026	9.716840537	-11.94004353	14.77933352
9.776453055	11.63519578	7.301431368	9.776453055	-11.94001904	14.7795565
9.836065574	11.64523864	7.300282695	9.836065574	-11.93964144	14.77918947
9.895678092	11.65399838	7.305382491	9.895678092	-11.93905294	14.77894924
9.955290611	11.67348144	7.303239482	9.955290611	-11.93897192	14.7792029
10.01490313	11.69994687	7.302148047	10.01490313	-11.94023677	14.77907093
10.07451565	11.71501563	7.308476231	10.07451565	-11.9422488	14.77897602
10.13412817	11.71113573	7.310766999	10.13412817	-11.94109436	14.77873361
10.19374069	11.71844774	7.310420985	10.19374069	-11.94188985	14.77879333
10.2533532	11.71954214	7.315873369	10.2533532	-11.94198408	14.77916033
10.31296572	11.72631988	7.322311417	10.31296572	-11.94367307	14.77871142
10.37257824	11.74774035	7.330081163	10.37257824	-11.94076875	14.77825254
10.43219076	11.77621523	7.326835992	10.43219076	-11.93921281	14.77846829
10.49180328	11.79466175	7.322660405	10.49180328	-11.9414596	14.7783783
10.5514158	11.80575947	7.326120775	10.5514158	-11.94176576	14.77819913
10.61102832	11.81067384	7.320372627	10.61102832	-11.94049485	14.77841953
10.67064083	11.81067384	7.355822374	10.67064083	-11.94004772	14.77847748
10.73025335	11.80564783	7.421294447	10.73025335	-11.94014897	14.77832692
10.78986587	11.80777162	7.42571502	10.78986587	-11.93969929	14.77827671
10.84947839	11.80980519	7.431653712	10.84947839	-11.94134909	14.77821973
10.90909091	11.81151026	7.435358458	10.90909091	-11.9406915	14.77829182
10.96870343	11.81653479	7.431730231	10.96870343	-11.93844399	14.77798242
11.02831595	11.83653449	7.439552926	11.02831595	-11.93936299	14.7779502
11.08792846	11.84225116	7.454660654	11.08792846	-11.94064202	14.77761439
11.14754098	11.86414698	7.442069791	11.14754098	-11.94116901	14.77770925
11.2071535	11.88152031	7.43952321	11.2071535	-11.94012708	14.77740338
11.26676602	11.90367813	7.439408476	11.26676602	-11.93918858	14.77762686
11.32637854	11.9227011	7.433707936	11.32637854	-11.94057043	14.7775473
11.38599106	11.93959943	7.431772477	11.38599106	-11.93784231	14.77757246
11.44560358	11.92233474	7.428964005	11.44560358	-11.93848914	14.77774047
11.5052161	11.94545901	7.431884588	11.5052161	-11.93892884	14.77777986
11.56482861	11.9440175	7.437028757	11.56482861	-11.93913445	14.77768877
11.62444113	11.94978863	7.434387549	11.62444113	-11.93880685	14.77778073
11.68405365	11.96063617	7.428053574	11.68405365	-11.93698246	14.77799173
11.74366617	11.97088613	7.423954608	11.74366617	-11.93896291	14.77806474
11.80327869	11.97287882	7.423115579	11.80327869	-11.94085948	14.77774597
11.86289121	11.97613425	7.422205706	11.86289121	-11.93932465	14.77802804
11.92250373	11.99207475	7.425258772	11.92250373	-11.93990356	14.77801021
11.98211624	12.05199595	7.419147766	11.98211624	-11.93912575	14.77795434
12.04172876	12.08243751	7.411879541	12.04172876	-11.93881985	14.77836692
12.10134128	12.11575121	7.414961769	12.10134128	-11.93789519	14.77837443
12.1609538	12.15793741	7.4049593	12.1609538	-11.93703512	14.77825161
12.22056632	12.16453893	7.41051182	12.22056632	-11.93614985	14.7785544
12.28017884	12.15845126	7.425057734	12.28017884	-11.93604913	14.77860796
12.33979136	12.13672724	7.429369821	12.33979136	-11.93709072	14.77866198
12.39940387	12.10890538	7.428396524	12.39940387	-11.9357344	14.77895602
12.45901639	12.10705843	7.426557698	12.45901639	-11.93638687	14.77946372
12.51862891	12.09784545	7.426730994	12.51862891	-11.93834236	14.77965374
12.57824143	12.11586576	7.425215365	12.57824143	-11.93744174	14.7799091
12.63785395	12.12473317	7.422239658	12.63785395	-11.93725861	14.77997519
12.69746647	12.12467471	7.421806969	12.69746647	-11.93553374	14.78011323
12.75707899	12.13056006	7.42261446	12.75707899	-11.93582605	14.77980975
12.81669151	12.13004086	7.421952154	12.81669151	-11.93721473	14.77966803
12.87630402	12.13609697	7.420911155	12.87630402	-11.93879435	14.77968561
12.93591654	12.13748857	7.421346307	12.93591654	-11.93852186	14.77962753
12.99552906	12.14211749	7.421166807	12.99552906	-11.93715808	14.77954083
13.05514158	12.14852157	7.418777452	13.05514158	-11.93687922	14.77949945
13.1147541	12.17500648	7.42004137	13.1147541	-11.9385106	14.77956947
13.17436662	12.20057256	7.4173131	13.17436662	-11.93791189	14.77969012
13.23397914	12.19260164	7.418677279	13.23397914	-11.93726533	14.77940525
13.29359165	12.16998677	7.422975802	13.29359165	-11.93764365	14.7794643
13.35320417	12.12397799	7.422262297	13.35320417	-11.93561308	14.77954427
13.41281669	12.10778258	7.425093077	13.41281669	-11.93673935	14.77934158
13.47242921	12.10372751	7.428700091	13.47242921	-11.93702326	14.77906867
13.53204173	12.11308926	7.42241365	13.53204173	-11.93613575	14.77910118
13.59165425	12.11329966	7.42526768	13.59165425	-11.93843172	14.77928064
13.65126677	12.10930775	7.429989587	13.65126677	-11.93761356	14.77913037
13.71087928	12.10501874	7.426178292	13.71087928	-11.93982936	14.77895212
13.7704918	12.10394769	7.430982054	13.7704918	-11.94007894	14.77890201
13.83010432	12.10638982	7.426958098	13.83010432	-11.93989016	14.77904376
13.88971684	12.10781756	7.429066548	13.88971684	-11.94154275	14.7790065
13.94932936	12.11035823	7.427316846	13.94932936	-11.94096735	14.77891241
14.00894188	12.10785821	7.425567714	14.00894188	-11.94151006	14.77908717
14.0685544	12.10693563	7.425549641	14.0685544	-11.94139906	14.77914157
14.12816692	12.11254314	7.423745781	14.12816692	-11.94214995	14.77902931
14.18777943	12.11557526	7.421399043	14.18777943	-11.94184822	14.778894
14.24739195	12.11879271	7.421177949	14.24739195	-11.94177024	14.77897424
14.30700447	12.11764518	7.415365338	14.30700447	-11.94231429	14.77926434
14.36661699	12.11735261	7.416897823	14.36661699	-11.94233757	14.77889283
14.42622951	12.10504707	7.41822605	14.42622951	-11.94315297	14.77903718
14.48584203	12.08681291	7.420187693	14.48584203	-11.94383984	14.77913396
14.54545455	12.09206195	7.42090553	14.54545455	-11.94330886	14.77906069
14.60506706	12.07979018	7.412863014	14.60506706	-11.94258813	14.7788866
14.66467958	12.07187898	7.412477429	14.66467958	-11.9432063	14.77889778
14.7242921	12.05212983	7.422439593	14.7242921	-11.9426376	14.77893103
14.78390462	12.02557203	7.418610684	14.78390462	-11.94174786	14.77896371
14.84351714	12.00654584	7.410370387	14.84351714	-11.94217984	14.77900232
14.90312966	11.99740292	7.40150475	14.90312966	-11.94232808	14.77929103
14.96274218	11.99499935	7.397303287	14.96274218	-11.94204748	14.77902261
15.02235469	11.9935745	7.39364186	15.02235469	-11.94287138	14.77915591
15.08196721	11.98629445	7.38974694	15.08196721	-11.9439823	14.77895916
15.14157973	11.97502901	7.385851154	15.14157973	-11.94338766	14.77911415
15.20119225	11.97823737	7.379743085	15.20119225	-11.94188698	14.77897454
15.26080477	11.9664134	7.382327356	15.26080477	-11.94520672	14.77940994
15.32041729	11.92599625	7.379211974	15.32041729	-11.94402948	14.77933904
			15.38002981	-11.9435664	14.77841228
			15.43964232	-11.94186225	14.77701944
			15.49925484	-11.91742409	14.77588037
			15.55886736	-11.75974774	14.77843683
			15.61847988	-11.60931951	14.77610637
			15.6780924	-11.55867761	14.776177
