SOLend2BEST			mass_A		
6.659950750000	1.427364114000	6.755293636000	6.65995075	26.20829866	14.34130834
6.678606074000	1.427279514000	6.756629296000	6.678606074	26.20927684	14.34142798
6.697261398000	1.427984540000	6.756411113000	6.697261398	26.20776342	14.34140268
6.715916723000	1.435687930000	6.754645222000	6.715916723	26.20763407	14.34111932
6.734572047000	1.441441288000	6.754970538000	6.734572047	26.20737712	14.3409016
6.753227371000	1.475601949000	6.755026831000	6.753227371	26.20763585	14.34038516
6.771882695000	1.532617538000	6.757412308000	6.771882695	26.20486234	14.33961338
6.790538020000	1.551326618000	6.758081564000	6.79053802	26.20943377	14.34029562
6.809193344000	1.575275639000	6.761036364000	6.809193344	26.20880648	14.34090112
6.827848668000	1.606430760000	6.763599340000	6.827848668	26.20955323	14.33931911
6.846503992000	1.675574972000	6.765708738000	6.846503992	26.21131763	14.34031847
6.865159316000	1.766070926000	6.771633892000	6.865159316	26.20814929	14.33924883
6.883814641000	1.824996554000	6.768059666000	6.883814641	26.20946423	14.33913698
6.902469965000	1.920959245000	6.768140366000	6.902469965	26.21427577	14.34006563
6.921125289000	2.079558859000	6.763805257000	6.921125289	26.21249777	14.34089249
6.939780613000	2.282349598000	6.766333171000	6.939780613	26.21070877	14.34020106
6.958435938000	2.651370353000	6.772186360000	6.958435938	26.21460318	14.33820437
6.977091262000	2.859505076000	6.753862907000	6.977091262	26.21088662	14.33797226
