mass_E			mass_A		
16.98956781000000	30.28983482000000	-1.11386884000000	16.98956781000000	5.07077769700000	2.79983851800000
17.04918033000000	30.29869657000000	-1.11132324900000	17.04918033000000	5.07258734900000	2.80003746400000
17.10879285000000	30.33343391000000	-1.11163359900000	17.10879285000000	5.07213955100000	2.79991948500000
17.16840537000000	30.33769594000000	-1.11157106700000	17.16840537000000	5.07174388300000	2.80011031100000
17.22801788000000	30.35312999000000	-1.10984518700000	17.22801788000000	5.07247731000000	2.79981523700000
17.28763040000000	30.36371975000000	-1.11061425800000	17.28763040000000	5.07340503000000	2.79973008200000
17.34724292000000	30.36628470000000	-1.11047832200000	17.34724292000000	5.07273558500000	2.79991651100000
17.40685544000000	30.40576875000000	-1.11326380200000	17.40685544000000	5.07412194800000	2.79988185700000
17.46646796000000	30.43061389000000	-1.11490376500000	17.46646796000000	5.07432720400000	2.79990470600000
17.52608048000000	30.43269433000000	-1.11531136700000	17.52608048000000	5.07385630500000	2.79993053400000
17.58569300000000	30.44639889000000	-1.11454916200000	17.58569300000000	5.07258468200000	2.79979419400000
17.64530551000000	30.47532947000000	-1.11280421200000	17.64530551000000	5.07330382000000	2.79969764000000
17.70491803000000	30.48374394000000	-1.11415594300000	17.70491803000000	5.07236592000000	2.79980779200000
17.76453055000000	30.49802311000000	-1.11620869200000	17.76453055000000	5.07286229400000	2.79979980700000
17.82414307000000	30.49124860000000	-1.11685750100000	17.82414307000000	5.07129304600000	2.79939049700000
17.88375559000000	30.49786348000000	-1.11717585500000	17.88375559000000	5.07099624600000	2.79926442300000
17.94336811000000	30.50738570000000	-1.11615220300000	17.94336811000000	5.06745058800000	2.79893814400000
18.00298063000000	30.52923794000000	-1.11421954900000	18.00298063000000	5.06677463600000	2.79888555800000
18.06259314000000	30.55753987000000	-1.11397853200000	18.06259314000000	5.06654806100000	2.79858175100000
18.12220566000000	30.58151801000000	-1.11666161300000	18.12220566000000	5.06533402000000	2.79879857200000
18.18181818000000	30.59702677000000	-1.11564939900000	18.18181818000000	5.06806595200000	2.79897369600000
18.24143070000000	30.61495027000000	-1.11710863800000	18.24143070000000	5.06521953800000	2.79913708100000
18.30104322000000	30.62065548000000	-1.11653985400000	18.30104322000000	5.05312581300000	2.79952004400000
18.36065574000000	30.63908885000000	-1.11729010300000	18.36065574000000	5.03681487100000	2.79952169500000
18.42026826000000	30.65017036000000	-1.11708968700000	18.42026826000000	4.99028461500000	2.80013346900000
18.47988077000000	30.67786190000000	-1.11532361400000	18.47988077000000	4.99238662000000	2.79889147700000
18.53949329000000	30.71345506000000	-1.11738789200000	18.53949329000000	4.99330906800000	2.80111616200000
18.59910581000000	30.72253132000000	-1.11760899100000	18.59910581000000	4.99089757400000	2.80283008900000
18.65871833000000	30.72256115000000	-1.11950878300000	18.65871833000000	4.98385857100000	2.80503030200000
18.71833085000000	30.72291221000000	-1.11766732300000	18.71833085000000	4.98884598100000	2.80266424900000
18.77794337000000	30.72664245000000	-1.11990646600000	18.77794337000000	4.98600399400000	2.80172405200000
18.83755589000000	30.72129599000000	-1.11872453900000	18.83755589000000	4.98614881600000	2.80105348400000
18.89716841000000	30.71778959000000	-1.11925827900000	18.89716841000000	4.99076857400000	2.80042962200000
18.95678092000000	30.70380046000000	-1.11731497200000	18.95678092000000	4.99598036700000	2.80052999600000
19.01639344000000	30.70048732000000	-1.11706926400000	19.01639344000000	4.99206349600000	2.80022095800000
19.07600596000000	30.70102940000000	-1.11527063500000	19.07600596000000	4.98983532900000	2.80034043700000
19.13561848000000	30.68972657000000	-1.11328566500000	19.13561848000000	4.99187574100000	2.80054422000000
19.19523100000000	30.69229265000000	-1.11304506900000	19.19523100000000	4.99039818400000	2.80088156500000
19.25484352000000	30.68545249000000	-1.11076719000000	19.25484352000000	4.98626522800000	2.80092104500000
19.31445604000000	30.68366306000000	-1.11129551500000	19.31445604000000	4.98888595300000	2.80041063200000
19.37406855000000	30.68257703000000	-1.11024560600000	19.37406855000000	4.99232420300000	2.79943153100000
19.43368107000000	30.68049664000000	-1.11029903400000	19.43368107000000	4.99152876000000	2.79920989500000
19.49329359000000	30.67898065000000	-1.11070303100000	19.49329359000000	4.99148939000000	2.79914549600000
19.55290611000000	30.67114742000000	-1.11136332600000	19.55290611000000	4.99124327900000	2.79958283100000
19.61251863000000	30.68965970000000	-1.11618557400000	19.61251863000000	4.99569055200000	2.79980854500000
19.67213115000000	30.68579401000000	-1.11701948400000	19.67213115000000	4.99599430900000	2.79979968700000
19.73174367000000	30.68911174000000	-1.11748586100000	19.73174367000000	4.99678653400000	2.79993307600000
19.79135618000000	30.69397138000000	-1.11885004900000	19.79135618000000	4.99793530600000	2.79977984900000
19.85096870000000	30.69154051000000	-1.11817260700000	19.85096870000000	4.99845528000000	2.79990395200000
19.91058122000000	30.69211979000000	-1.11776305000000	19.91058122000000	4.99857295500000	2.79981876600000
19.97019374000000	30.69792786000000	-1.12003913100000	19.97019374000000	4.99693143300000	2.79980722500000
20.02980626000000	30.69431259000000	-1.12047733000000	20.02980626000000	4.99750162700000	2.79994620800000
20.08941878000000	30.69861303000000	-1.12154250800000	20.08941878000000	4.99634201800000	2.79995419800000
20.14903130000000	30.69721875000000	-1.12094424100000	20.14903130000000	4.99615952800000	2.80015379100000
20.20864382000000	30.69304642000000	-1.12153090600000	20.20864382000000	4.99721675700000	2.80019722700000
20.26825633000000	30.69334323000000	-1.12086888500000	20.26825633000000	4.99539063400000	2.80055928000000
20.32786885000000	30.69288062000000	-1.12105117600000	20.32786885000000	4.99508339600000	2.80054049300000
20.38748137000000	30.69390971000000	-1.12052800300000	20.38748137000000	4.99432858800000	2.80061274100000
20.44709389000000	30.69025074000000	-1.12096485300000	20.44709389000000	4.99343621300000	2.80078984100000
20.50670641000000	30.69056293000000	-1.12163696000000	20.50670641000000	4.99596653900000	2.80058089300000
20.56631893000000	30.69302068000000	-1.12279426200000	20.56631893000000	4.99540663300000	2.80080057900000
20.62593145000000	30.69543895000000	-1.12288527900000	20.62593145000000	4.99600747500000	2.80036973700000
20.68554396000000	30.69303110000000	-1.12205171700000	20.68554396000000	5.00029515200000	2.80015220500000
20.74515648000000	30.68873792000000	-1.12127917900000	20.74515648000000	4.99943720300000	2.79984070000000
20.80476900000000	30.68935156000000	-1.12136080900000	20.80476900000000	5.00057364300000	2.79990040000000
20.86438152000000	30.68818001000000	-1.12044689000000	20.86438152000000	4.99971058200000	2.79992598300000
20.92399404000000	30.68985297000000	-1.12082587600000	20.92399404000000	5.00025250400000	2.79986434500000
20.98360656000000	30.68494220000000	-1.12029305700000	20.98360656000000	4.99896972800000	2.79979781700000
21.04321908000000	30.69267651000000	-1.12098427300000	21.04321908000000	4.99611235700000	2.79990376900000
21.10283159000000	30.69458994000000	-1.12184855700000	21.10283159000000	4.99562184100000	2.79992635500000
21.16244411000000	30.69830714000000	-1.12446495000000	21.16244411000000	4.99715355900000	2.79985204400000
21.22205663000000	30.70083924000000	-1.12393848300000	21.22205663000000	4.99667491500000	2.79976938200000
21.28166915000000	30.69631983000000	-1.12249679000000	21.28166915000000	4.99957634800000	2.79978207900000
21.34128167000000	30.69119881000000	-1.12155451400000	21.34128167000000	5.00025526100000	2.79961040700000
21.40089419000000	30.69289848000000	-1.12190454900000	21.40089419000000	5.00172428500000	2.79961259900000
21.46050671000000	30.69020688000000	-1.12169479800000	21.46050671000000	5.00059351200000	2.79971530700000
21.52011923000000	30.67844006000000	-1.12187989000000	21.52011923000000	5.00167995500000	2.79947340300000
21.57973174000000	30.66017814000000	-1.12056736100000	21.57973174000000	5.00037970700000	2.79955868500000
21.63934426000000	30.65860036000000	-1.12009376900000	21.63934426000000	4.99977221900000	2.79971460800000
21.69895678000000	30.64634135000000	-1.11929503500000	21.69895678000000	4.99874307400000	2.79973620100000
21.75856930000000	30.62002841000000	-1.11814304200000	21.75856930000000	4.99830524700000	2.79967405200000
21.81818182000000	30.59196224000000	-1.11675790000000	21.81818182000000	4.99831235200000	2.79951044800000
21.87779434000000	30.58298290000000	-1.11552039300000	21.87779434000000	4.99824231000000	2.79927808300000
21.93740686000000	30.59381481000000	-1.11618552100000	21.93740686000000	4.99743378600000	2.79954502700000
21.99701937000000	30.58997810000000	-1.11713784600000	21.99701937000000	4.99940649600000	2.79962274400000
22.05663189000000	30.57547735000000	-1.11645788800000	22.05663189000000	4.99952301500000	2.79962253700000
22.11624441000000	30.56287016000000	-1.11738191400000	22.11624441000000	4.99872534600000	2.79992693900000
22.17585693000000	30.50404740000000	-1.11574239000000	22.17585693000000	4.99924233900000	2.79975160000000
22.23546945000000	30.46976915000000	-1.11438671000000	22.23546945000000	4.99960998100000	2.79986313600000
22.29508197000000	30.44094818000000	-1.11340276600000	22.29508197000000	4.99982491800000	2.79984783200000
22.35469449000000	30.43605342000000	-1.11130751600000	22.35469449000000	4.99792847900000	2.79963814900000
22.41430700000000	30.40926977000000	-1.11240057500000	22.41430700000000	4.99566438900000	2.79963972800000
22.47391952000000	30.39702184000000	-1.11424361600000	22.47391952000000	4.99588521800000	2.79940225400000
22.53353204000000	30.40217525000000	-1.11662637200000	22.53353204000000	4.99497853900000	2.79949977600000
22.59314456000000	30.39412036000000	-1.11716702000000	22.59314456000000	4.99625986400000	2.79951847100000
22.65275708000000	30.38988945000000	-1.11849669500000	22.65275708000000	4.99420490800000	2.79944356200000
22.71236960000000	30.39547844000000	-1.11870995900000	22.71236960000000	4.99600449200000	2.79953500100000
22.77198212000000	30.38962513000000	-1.11862320700000	22.77198212000000	5.00061208200000	2.79951391100000
22.83159463000000	30.37791119000000	-1.11825759900000	22.83159463000000	5.00057033800000	2.79953133800000
22.89120715000000	30.37657168000000	-1.11817080800000	22.89120715000000	4.99962113200000	2.79952895400000
			22.95081967000000	5.00192025200000	2.79952170300000
