GMfas			Ext		
20.88859416	8.612724151	13.88648087	20.88859416	-4.972574619	23.83312153
20.943855	8.596443261	13.88284737	20.943855	-4.973031052	23.83272558
20.99911583	8.566564742	13.88798036	20.99911583	-4.979566435	23.83233402
21.05437666	8.506217319	13.88247532	21.05437666	-4.979419738	23.83267499
21.10963749	8.524995695	13.88507351	21.10963749	-4.973527451	23.83291668
21.16489832	8.55601462	13.89015789	21.16489832	-4.963684002	23.83279593
21.22015915	8.569321896	13.89176284	21.22015915	-4.95645319	23.83314242
21.27541998	8.607621834	13.89186891	21.27541998	-4.951462993	23.83385094
21.33068081	8.654864512	13.89126496	21.33068081	-4.947279282	23.83388727
21.38594164	8.683163501	13.89635892	21.38594164	-4.944896444	23.83401231
21.44120248	8.667131442	13.89587244	21.44120248	-4.943448921	23.83425961
21.49646331	8.66969546	13.8935789	21.49646331	-4.942969354	23.83416651
21.55172414	8.698291848	13.89544796	21.55172414	-4.942250443	23.83457732
