Best Track			Marker		
3.486264119	12.8220491	0	3.486264119	32.33096843	0
3.50950588	12.70633749	0	3.50950588	32.319017	0
3.532747641	12.63567872	0	3.532747641	32.32971851	0
3.555989402	12.56953287	0	3.555989402	32.33723375	0
3.579231163	12.46232206	0	3.579231163	32.3264026	0
3.602472923	12.44025446	0	3.602472923	32.31503448	0
3.625714684	12.37325668	0	3.625714684	32.31458802	0
3.648956445	12.31621162	0	3.648956445	32.30069089	0
3.672198206	12.22206009	0	3.672198206	32.30636212	0
3.695439967	12.10633661	0	3.695439967	32.29525096	0
3.718681727	11.99664376	0	3.718681727	32.31779405	0
3.741923488	11.96374199	0	3.741923488	32.31552653	0
3.765165249	11.84309689	0	3.765165249	32.32371529	0
3.78840701	11.7889761	0	3.78840701	32.32868245	0
3.811648771	11.71898899	0	3.811648771	32.31527369	0
3.834890531	11.69663881	0	3.834890531	32.30648864	0
3.858132292	11.63377261	0	3.858132292	32.30152744	0
3.881374053	11.52484877	0	3.881374053	32.30152497	0
3.904615814	11.50077438	0	3.904615814	32.28336608	0
3.927857574	11.4471922	0	3.927857574	32.20738812	0
3.951099335	11.32396736	0	3.951099335	32.25147181	0
3.974341096	11.25023917	0	3.974341096	32.21387817	0
3.997582857	11.22101343	0	3.997582857	32.20326323	0
4.020824618	11.16977066	0	4.020824618	32.16347948	0
4.044066378	11.10630629	0	4.044066378	32.14320319	0
4.067308139	10.99391988	0	4.067308139	32.14368326	0
4.0905499	10.97589022	0	4.0905499	32.15282661	0
4.113791661	10.93082313	0	4.113791661	32.15755981	0
4.137033422	10.82094871	0	4.137033422	32.17274754	0
4.160275182	10.8055046	0	4.160275182	32.18151372	0
4.183516943	10.75053512	0	4.183516943	32.18303276	0
4.206758704	10.63332089	0	4.206758704	32.16182683	0
4.230000465	10.61596289	0	4.230000465	32.16150996	0
4.253242226	10.56731098	0	4.253242226	32.15248175	0
4.276483986	10.50705622	0	4.276483986	32.15740836	0
4.299725747	10.41646492	0	4.299725747	32.17427967	0
4.322967508	10.39150968	0	4.322967508	32.17894689	0
4.346209269	10.29536577	0	4.346209269	32.14305742	0
4.36945103	10.24706307	0	4.36945103	32.1078345	0
4.39269279	10.20914043	0	4.39269279	32.07986774	0
4.415934551	10.18161176	0	4.415934551	32.04722828	0
4.439176312	10.11980373	0	4.439176312	31.99491378	0
4.462418073	10.0102632	0	4.462418073	32.0513569	0
4.485659834	9.94177062	0	4.485659834	32.03289646	0
4.508901594	9.905754919	0	4.508901594	32.01190787	0
4.532143355	9.780837276	0	4.532143355	31.96057889	0
4.555385116	9.720709455	0	4.555385116	31.9242768	0
4.578626877	9.648838037	0	4.578626877	31.95020629	0
4.601868638	9.612763086	0	4.601868638	31.96779639	0
4.625110398	9.570014572	0	4.625110398	31.95787535	0
4.648352159	9.529650845	0	4.648352159	31.94422893	0
4.67159392	9.5029144	0	4.67159392	31.95163402	0
4.694835681	9.420473348	0	4.694835681	31.96345466	0
4.718077442	9.382697303	0	4.718077442	31.93645865	0
4.741319202	9.362166794	0	4.741319202	31.9283219	0
4.764560963	9.311195283	0	4.764560963	31.92082254	0
4.787802724	9.200811763	0	4.787802724	31.83455215	0
4.811044485	9.155495644	0	4.811044485	31.80825316	0
4.834286246	9.12773933	0	4.834286246	31.77940158	0
4.857528006	9.081025267	0	4.857528006	31.76317126	0
4.880769767	9.033171483	0	4.880769767	31.73772703	0
4.904011528	8.974903385	0	4.904011528	31.78269892	0
4.927253289	8.926748821	0	4.927253289	31.7775828	0
4.95049505	8.861797984	0	4.95049505	31.77105411	0
4.97373681	8.81626933	0	4.97373681	31.76990228	0
4.996978571	8.776933008	0	4.996978571	31.77286457	0
5.020220332	8.700395504	0	5.020220332	31.77588497	0
5.043462093	8.654993604	0	5.043462093	31.76307321	0
5.066703853	8.614363088	0	5.066703853	31.75514736	0
5.089945614	8.577726309	0	5.089945614	31.73099048	0
5.113187375	8.484901935	0	5.113187375	31.70108032	0
5.136429136	8.448014059	0	5.136429136	31.71671035	0
5.159670897	8.36874226	0	5.159670897	31.66916073	0
5.182912657	8.321823895	0	5.182912657	31.66207838	0
5.206154418	8.299608657	0	5.206154418	31.65294905	0
5.229396179	8.236000618	0	5.229396179	31.65900607	0
5.25263794	8.19350247	0	5.25263794	31.64595369	0
5.275879701	8.171778432	0	5.275879701	31.63905374	0
5.299121461	8.141288385	0	5.299121461	31.62925398	0
5.322363222	8.085545548	0	5.322363222	31.61881739	0
5.345604983	8.078931331	0	5.345604983	31.62229773	0
5.368846744	8.06075261	0	5.368846744	31.62514402	0
5.392088505	8.019795878	0	5.392088505	31.59375313	0
5.415330265	8.010740091	0	5.415330265	31.58184542	0
5.438572026	8.018591626	0	5.438572026	31.5749053	0
5.461813787	8.006241748	0	5.461813787	31.57061985	0
5.485055548	7.972598592	0	5.485055548	31.5608704	0
5.508297309	7.907110404	0	5.508297309	31.58279818	0
5.531539069	7.888199043	0	5.531539069	31.57590676	0
5.55478083	7.847469951	0	5.55478083	31.54425582	0
5.578022591	7.829153814	0	5.578022591	31.518374	0
5.601264352	7.761882025	0	5.601264352	31.47350454	0
5.624506113	7.726591398	0	5.624506113	31.46084586	0
5.647747873	7.710158622	0	5.647747873	31.46344284	0
5.670989634	7.697840068	0	5.670989634	31.46869525	0
5.694231395	7.674061696	0	5.694231395	31.48019049	0
5.717473156	7.659145916	0	5.717473156	31.48529955	0
5.740714917	7.649505667	0	5.740714917	31.48971115	0
5.763956677	7.651090958	0	5.763956677	31.49111309	0
5.787198438	7.616529102	0	5.787198438	31.47678031	0
5.810440199	7.584190056	0	5.810440199	31.47231683	0
5.83368196	7.520556812	0	5.83368196	31.46348645	0
5.856923721	7.493057844	0	5.856923721	31.46219037	0
5.880165481	7.43419639	0	5.880165481	31.44205402	0
5.903407242	7.376964743	0	5.903407242	31.42931323	0
5.926649003	7.33142864	0	5.926649003	31.42406966	0
5.949890764	7.309435828	0	5.949890764	31.40468045	0
5.973132525	7.274416671	0	5.973132525	31.37795116	0
5.996374285	7.254124069	0	5.996374285	31.33057936	0
6.019616046	7.225608711	0	6.019616046	31.32152751	0
6.042857807	7.178107451	0	6.042857807	31.31666956	0
6.066099568	7.154735035	0	6.066099568	31.32331386	0
6.089341328	7.103822587	0	6.089341328	31.29455155	0
6.112583089	7.066294621	0	6.112583089	31.28319407	0
6.13582485	7.029387533	0	6.13582485	31.27487093	0
6.159066611	7.01236209	0	6.159066611	31.26989456	0
6.182308372	6.926561078	0	6.182308372	31.2595309	0
6.205550132	6.902960908	0	6.205550132	31.24363456	0
6.228791893	6.874307422	0	6.228791893	31.25442268	0
6.252033654	6.854531583	0	6.252033654	31.26342192	0
6.275275415	6.843650251	0	6.275275415	31.27146387	0
6.298517176	6.827747449	0	6.298517176	31.27815915	0
6.321758936	6.822718506	0	6.321758936	31.27672489	0
6.345000697	6.82051852	0	6.345000697	31.27719681	0
6.368242458	6.785645369	0	6.368242458	31.27277471	0
6.391484219	6.751948205	0	6.391484219	31.26515059	0
6.41472598	6.72606196	0	6.41472598	31.24432722	0
6.43796774	6.716468495	0	6.43796774	31.24383034	0
6.461209501	6.68032299	0	6.461209501	31.2246109	0
6.484451262	6.67287911	0	6.484451262	31.20616331	0
6.507693023	6.670682519	0	6.507693023	31.1978716	0
6.530934784	6.656719472	0	6.530934784	31.1929975	0
6.554176544	6.632252075	0	6.554176544	31.18222179	0
6.577418305	6.597686614	0	6.577418305	31.1710065	0
6.600660066	6.55424586	0	6.600660066	31.16045665	0
6.623901827	6.51378197	0	6.623901827	31.11960695	0
6.647143588	6.491410532	0	6.647143588	31.11399847	0
6.670385348	6.467647993	0	6.670385348	31.11935753	0
6.693627109	6.465961718	0	6.693627109	31.11984341	0
6.71686887	6.45141039	0	6.71686887	31.12078061	0
6.740110631	6.401916639	0	6.740110631	31.0940326	0
6.763352392	6.381355063	0	6.763352392	31.08838458	0
6.786594152	6.351149174	0	6.786594152	31.09171922	0
6.809835913	6.336727515	0	6.809835913	31.09938461	0
6.833077674	6.321712201	0	6.833077674	31.1075678	0
6.856319435	6.319925739	0	6.856319435	31.11118468	0
6.879561196	6.316302317	0	6.879561196	31.11463776	0
6.902802956	6.306250332	0	6.902802956	31.1178041	0
6.926044717	6.294835438	0	6.926044717	31.11618155	0
6.949286478	6.294616389	0	6.949286478	31.11822324	0
6.972528239	6.281567139	0	6.972528239	31.11525684	0
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
